gene_id	geneName	Chr	Start	End
maker-000865F-est_gff_StringTie-gene-0.0	grm1_2	000865F	23160	77781
evm-000098F-processed-gene-0.2	zdhhc16	000098F	18220	56636
maker-000098F-est_gff_StringTie-gene-0.1	sarnp_2	000098F	92287	131872
maker-000098F-augustus-gene-1.3	NA	000098F	153357	170402
maker-000098F-est_gff_StringTie-gene-1.1	glra3	000098F	206970	296170
maker-000098F-exonerate_protein2genome-gene-1.0	chmp1a	000098F	321471	356204
maker-000098F-est_gff_StringTie-gene-2.0	tsen2_2	000098F	373102	406910
maker-000098F-est_gff_StringTie-gene-2.1	ralbp1-a_ralbp1	000098F	444022	509377
maker-000098F-est_gff_StringTie-gene-2.2	NA	000098F	533932	540689
maker-000098F-est_gff_StringTie-gene-3.0	NA	000098F	585800	668205
maker-000098F-est_gff_StringTie-gene-3.1	NA	000098F	785625	788962
maker-000098F-augustus-gene-4.0	NA	000098F	949945	952791
maker-000098F-est_gff_StringTie-gene-4.0	ghra_2	000098F	1070671	1108769
maker-000098F-est_gff_StringTie-gene-5.1	amt-3_4	000098F	1112724	1182435
maker-000098F-est_gff_StringTie-gene-5.0	NA	000098F	1142937	1173665
augustus_masked-000098F-processed-gene-5.6	NA	000098F	1204763	1205074
maker-000098F-est_gff_StringTie-gene-5.2	amph	000098F	1255995	1313069
evm-000098F-processed-gene-8.0	nab	000098F	1786319	1885206
maker-000098F-augustus-gene-8.3	kif28p	000098F	1904978	1989332
maker-000098F-exonerate_protein2genome-gene-8.0	bbip1	000098F	2013069	2013275
maker-000098F-est_gff_StringTie-gene-9.1	kdm3b	000098F	2019034	2216050
maker-000098F-est_gff_StringTie-gene-9.0	NA	000098F	2209889	2242653
evm-000098F-processed-gene-10.4	NA	000098F	2313695	2315172
maker-000098F-augustus-gene-10.0	NA	000098F	2315493	2341598
maker-000098F-est_gff_StringTie-gene-10.1	NA	000098F	2341573	2353610
maker-000098F-augustus-gene-10.1	NA	000098F	2404794	2413456
maker-000098F-est_gff_StringTie-gene-10.3	NA	000098F	2489808	2525343
maker-000098F-augustus-gene-11.0	NA	000098F	2559901	2591202
maker-000098F-augustus-gene-13.18	NA	000098F	2672617	2723089
maker-000098F-est_gff_StringTie-gene-13.1	NA	000098F	2672617	2821115
maker-000098F-est_gff_StringTie-gene-13.2	cdcp2_cubn	000098F	2861958	3085988
evm-000098F-processed-gene-13.14	l(2)34fc	000098F	3129790	3147158
maker-000098F-exonerate_protein2genome-gene-13.0	aldh18a1	000098F	3181985	3236606
maker-000098F-est_gff_StringTie-gene-14.0	arhgef10	000098F	3269414	3439857
maker-000098F-est_gff_StringTie-gene-15.0	NA	000098F	3476866	3542645
maker-000098F-est_gff_StringTie-gene-15.1	lrrn1	000098F	3602713	3624055
maker-000098F-est_gff_StringTie-gene-15.2	NA	000098F	3646222	3648717
maker-000098F-est_gff_StringTie-gene-15.3	fgfrl1_3	000098F	3661158	3709719
maker-000098F-augustus-gene-16.0	oa2b2	000098F	3801237	3925885
augustus_masked-000098F-processed-gene-17.0	NA	000098F	4071823	4079304
maker-000098F-est_gff_StringTie-gene-17.0	NA	000098F	4076577	4079021
maker-000098F-est_gff_StringTie-gene-17.1	slc18a2	000098F	4119081	4192639
maker-000098F-est_gff_StringTie-gene-17.2	slc18a3a_slc18a1	000098F	4200239	4223450
maker-000098F-exonerate_protein2genome-gene-18.0	stt3b	000098F	4259666	4330396
maker-000098F-augustus-gene-18.3	fmo5_13	000098F	4375089	4410414
maker-000098F-augustus-gene-18.4	fmo5_3	000098F	4437613	4441237
augustus_masked-000098F-processed-gene-19.0	NA	000098F	4465393	4465779
maker-000098F-exonerate_protein2genome-gene-19.0	fmo5_14	000098F	4485198	4510983
maker-000098F-augustus-gene-19.7	sec14l2_23	000098F	4561478	4607383
maker-000098F-est_gff_StringTie-gene-19.2	sec14l2_36	000098F	4621262	4700707
evm-000098F-processed-gene-20.1	uref	000098F	4736725	4789906
maker-000098F-exonerate_protein2genome-gene-20.1	gbx2_gbx1	000098F	4890094	4890423
maker-000098F-est_gff_StringTie-gene-21.2	sec14l2_11	000098F	4926281	5000003
maker-000098F-est_gff_StringTie-gene-21.1	cg8399	000098F	5090677	5192912
maker-000098F-est_gff_StringTie-gene-22.2	sh3bp5l	000098F	5251059	5308154
maker-000098F-est_gff_StringTie-gene-22.1	tube1	000098F	5335059	5438189
maker-000098F-est_gff_StringTie-gene-23.0	NA	000098F	5446366	5447023
maker-000098F-est_gff_StringTie-gene-23.1	slc46a3	000098F	5468379	5506072
maker-000098F-est_gff_StringTie-gene-23.2	NA	000098F	5587677	5598299
maker-000098F-est_gff_StringTie-gene-23.3	NA	000098F	5662224	5675319
maker-000098F-est_gff_StringTie-gene-24.0	NA	000098F	5731225	5733795
maker-000098F-est_gff_StringTie-gene-24.1	NA	000098F	5774199	5775864
maker-000098F-augustus-gene-25.9	NA	000098F	5994578	6068459
maker-000098F-est_gff_StringTie-gene-25.1	NA	000098F	6099152	6106208
maker-000098F-est_gff_StringTie-gene-25.0	NA	000098F	6251610	6284807
augustus_masked-000541F-processed-gene-1.5	NA	000541F	92064	92351
maker-000541F-est_gff_StringTie-gene-1.6	zcwpw1_5	000541F	107588	221984
augustus_masked-000541F-processed-gene-1.15	NA	000541F	301470	302045
maker-000541F-est_gff_StringTie-gene-1.7	NA	000541F	320084	348726
maker-000541F-est_gff_StringTie-gene-1.3	NA	000541F	360073	364269
maker-000541F-est_gff_StringTie-gene-1.4	sult1c2_6	000541F	423600	445879
evm-000541F-processed-gene-1.4	NA	000541F	461073	465042
maker-000541F-augustus-gene-1.31	NA	000541F	465050	471523
maker-000541F-est_gff_StringTie-gene-1.5	NA	000541F	472464	479322
augustus_masked-000541F-processed-gene-1.23	NA	000541F	568938	597304
evm-000541F-processed-gene-1.3	NA	000541F	601739	609948
evm-000541F-processed-gene-1.1	NA	000541F	609959	618794
maker-000541F-est_gff_StringTie-gene-1.10	NA	000541F	620495	625126
maker-000172F-est_gff_StringTie-gene-0.0	ube2j2	000172F	51015	105046
maker-000172F-est_gff_StringTie-gene-0.1	suds3	000172F	111105	149244
maker-000172F-exonerate_protein2genome-gene-1.3	ndufs2	000172F	149162	183332
maker-000172F-est_gff_StringTie-gene-1.0	NA	000172F	183433	299426
maker-000172F-est_gff_StringTie-gene-1.1	zdhhc3_2	000172F	186552	203224
augustus_masked-000172F-processed-gene-1.9	rhbdd1	000172F	305402	306424
maker-000172F-est_gff_StringTie-gene-1.2	NA	000172F	353707	387626
maker-000172F-est_gff_StringTie-gene-2.0	morf4l1_2	000172F	387837	426081
maker-000172F-est_gff_StringTie-gene-4.1	NA	000172F	959294	976911
maker-000172F-augustus-gene-4.2	grm1	000172F	497172	1021758
maker-000172F-exonerate_protein2genome-gene-5.5	NA	000172F	1168879	1205760
maker-000172F-est_gff_StringTie-gene-5.1	NA	000172F	1172642	1172743
maker-000172F-est_gff_StringTie-gene-5.0	NA	000172F	1179447	1186793
augustus_masked-000172F-processed-gene-5.6	NA	000172F	1229111	1257083
maker-000172F-exonerate_protein2genome-gene-9.11	grik2_3	000172F	1755580	2209573
maker-000172F-est_gff_StringTie-gene-11.1	NA	000172F	2558576	2573025
maker-000172F-est_gff_StringTie-gene-11.0	NA	000172F	2573168	2620563
maker-000172F-augustus-gene-11.11	grik2_2	000172F	2589580	2635919
augustus_masked-000172F-processed-gene-11.2	grik2_11	000172F	2639658	2659089
augustus_masked-000172F-processed-gene-11.8	grik1_2	000172F	2711213	2732013
maker-000172F-exonerate_protein2genome-gene-11.6	grik2_7	000172F	2752746	2784146
evm-000172F-processed-gene-12.3	cdc40	000172F	2808833	2848986
maker-000172F-est_gff_StringTie-gene-12.5	tmem181	000172F	2849127	2867074
maker-000172F-exonerate_protein2genome-gene-12.1	grik2_6	000172F	2879080	2959161
maker-000172F-augustus-gene-12.13	best2_3	000172F	2974174	2997891
maker-000172F-augustus-gene-12.14	NA	000172F	3000954	3020709
maker-000172F-est_gff_StringTie-gene-13.1	pat-3_mys	000172F	3020921	3066017
evm-000172F-processed-gene-13.5	c2orf16	000172F	3066106	3117009
maker-000172F-est_gff_StringTie-gene-14.1	gprs	000172F	3150863	3297094
maker-000172F-est_gff_StringTie-gene-14.2	NA	000172F	3351195	3386758
evm-000172F-processed-gene-14.4	NA	000172F	3387099	3436024
maker-000172F-est_gff_StringTie-gene-14.3	xpo4	000172F	3441156	3500556
evm-000172F-processed-gene-14.0	pcnp	000172F	3500697	3519138
evm-000172F-processed-gene-17.0	sash3	000172F	3524180	4236608
maker-000172F-est_gff_StringTie-gene-16.0	NA	000172F	3963934	3969196
maker-000172F-est_gff_StringTie-gene-17.0	znfx1_4	000172F	4313442	4361778
maker-000253F-est_gff_StringTie-gene-0.1	NA	000253F	6421	59870
evm-000253F-processed-gene-0.6	NA	000253F	60557	138660
augustus_masked-000253F-processed-gene-1.6	znf845	000253F	157253	158791
maker-000253F-est_gff_StringTie-gene-1.3	NA	000253F	164873	196936
maker-000253F-est_gff_StringTie-gene-1.1	NA	000253F	234519	284914
maker-000253F-est_gff_StringTie-gene-1.4	mcm10	000253F	287683	327337
maker-000253F-augustus-gene-2.7	ints13	000253F	326574	388358
maker-000253F-exonerate_protein2genome-gene-2.1	sumf1	000253F	409745	432412
evm-000253F-processed-gene-5.3	plexb_2	000253F	432605	473221
maker-000253F-est_gff_StringTie-gene-4.1	NA	000253F	912979	914319
maker-000253F-est_gff_StringTie-gene-4.2	NA	000253F	926908	931279
evm-000253F-processed-gene-5.1	NA	000253F	547405	1136133
maker-000253F-exonerate_protein2genome-gene-5.2	gstm1	000253F	1306200	1306862
maker-000253F-exonerate_protein2genome-gene-6.1	eff_3	000253F	1432497	1432940
maker-000253F-exonerate_protein2genome-gene-6.0	eff_4	000253F	1442705	1443148
maker-000253F-est_gff_StringTie-gene-8.0	NA	000253F	1765870	1767812
augustus_masked-000253F-processed-gene-9.7	pol_16	000253F	2199251	2202655
maker-000253F-est_gff_StringTie-gene-9.1	fam210a	000253F	2241470	2254964
maker-000253F-est_gff_StringTie-gene-9.0	bicc1	000253F	2262385	2296999
maker-000253F-exonerate_protein2genome-gene-10.4	mrpl36	000253F	2324309	2324641
maker-000253F-est_gff_StringTie-gene-10.0	NA	000253F	2344180	2346228
evm-000253F-processed-gene-10.0	pit	000253F	2347827	2395922
maker-000253F-est_gff_StringTie-gene-10.3	ndufs6	000253F	2365297	2437165
evm-000253F-processed-gene-10.2	ddx18	000253F	2437399	2458208
maker-000253F-est_gff_StringTie-gene-11.1	pigs_3	000253F	2491589	2706201
augustus_masked-000253F-processed-gene-11.4	fanci	000253F	2718902	2723011
maker-000253F-exonerate_protein2genome-gene-11.0	wars	000253F	2727118	2752355
maker-000253F-est_gff_StringTie-gene-11.3	zw10	000253F	2744161	2781570
maker-000253F-exonerate_protein2genome-gene-12.0	gly-10	000253F	2781562	2817399
maker-000253F-exonerate_protein2genome-gene-12.2	etfdh	000253F	2817961	2850548
maker-000253F-augustus-gene-12.4	wars_2	000253F	2885443	2909659
maker-000253F-est_gff_StringTie-gene-12.6	togaram1_2	000253F	2909815	3009780
maker-000253F-exonerate_protein2genome-gene-12.4	syvn1_syvn1-b	000253F	3013575	3043239
maker-000253F-exonerate_protein2genome-gene-12.1	coq8b	000253F	3043976	3076999
maker-000422F-exonerate_protein2genome-gene-1.1	tuba1d_tuba1c	000422F	167966	241189
evm-000422F-processed-gene-2.20	rbm47	000422F	275249	300127
maker-000422F-augustus-gene-2.16	a1cf	000422F	324900	335029
evm-000422F-processed-gene-2.18	pnliprp1_6	000422F	467240	509893
maker-000422F-est_gff_StringTie-gene-2.2	nrf-6_2	000422F	510521	572620
evm-000422F-processed-gene-3.1	lana	000422F	605433	785524
maker-000422F-est_gff_StringTie-gene-3.2	tret1_4	000422F	788356	798233
evm-000422F-processed-gene-3.2	mrpl35	000422F	843072	853318
augustus_masked-000422F-processed-gene-3.24	znf19	000422F	863362	866676
evm-000422F-processed-gene-4.1	leprot	000422F	899488	921842
augustus_masked-000422F-processed-gene-4.8	nosip	000422F	928496	929374
maker-000422F-exonerate_protein2genome-gene-4.1	tuba1c_tuba1d	000422F	940434	956243
maker-000422F-est_gff_StringTie-gene-4.5	tmem259_2	000422F	1034881	1098349
maker-000422F-est_gff_StringTie-gene-5.0	unc-89_3	000422F	1097391	1346694
evm-000422F-processed-gene-5.0	hdgfl3	000422F	1392796	1428173
maker-000063F-est_gff_StringTie-gene-0.0	NA	000063F	9285	13942
maker-000063F-est_gff_StringTie-gene-1.0	pk1-r_5	000063F	233350	399690
maker-000063F-est_gff_StringTie-gene-2.1	NA	000063F	489557	491730
maker-000063F-est_gff_StringTie-gene-2.0	reep5_3	000063F	549973	560330
maker-000063F-est_gff_StringTie-gene-3.0	zc3h12c	000063F	800092	838996
maker-000063F-est_gff_StringTie-gene-6.0	fstl5_2	000063F	886538	1416268
maker-000063F-est_gff_StringTie-gene-7.1	rapgef2	000063F	1418770	1617618
evm-000063F-processed-gene-7.0	nt1	000063F	1684640	1727523
maker-000063F-augustus-gene-8.9	dis3	000063F	1795494	1796640
maker-000063F-exonerate_protein2genome-gene-7.3	smarca5_2	000063F	1803063	1829851
maker-000063F-augustus-gene-8.11	sirt1	000063F	1869104	1920826
maker-000063F-est_gff_StringTie-gene-8.4	NA	000063F	1939546	1984240
maker-000063F-est_gff_StringTie-gene-8.1	NA	000063F	1975192	1975515
maker-000063F-est_gff_StringTie-gene-8.2	NA	000063F	2027309	2035882
maker-000063F-est_gff_StringTie-gene-9.0	NA	000063F	2044271	2089343
maker-000063F-exonerate_protein2genome-gene-9.2	rptor	000063F	2102901	2213451
maker-000063F-est_gff_StringTie-gene-10.1	NA	000063F	2238571	2347813
maker-000063F-est_gff_StringTie-gene-10.2	vti1a	000063F	2379463	2417241
maker-000063F-est_gff_StringTie-gene-10.0	acsl1_4	000063F	2443746	2521906
maker-000063F-augustus-gene-11.0	NA	000063F	2578832	2580318
maker-000063F-est_gff_StringTie-gene-11.0	acsl1_5	000063F	2580245	2673522
evm-000063F-processed-gene-11.10	acsl1	000063F	2682505	2791080
maker-000063F-est_gff_StringTie-gene-12.0	acsl1_acsl5	000063F	2806747	2878386
maker-000063F-est_gff_StringTie-gene-12.1	acsl5	000063F	2901470	2998631
maker-000063F-est_gff_StringTie-gene-15.0	NA	000063F	3097417	3611686
evm-000063F-processed-gene-15.8	tmem184b_2	000063F	3668231	3695011
maker-000063F-est_gff_StringTie-gene-16.1	ddb_g0268948_crg1	000063F	3695239	3764377
maker-000063F-est_gff_StringTie-gene-16.3	spart	000063F	3707259	3774512
maker-000063F-exonerate_protein2genome-gene-16.0	tmem184c	000063F	3774722	3823749
maker-000063F-augustus-gene-16.10	pomp	000063F	3859996	3877019
evm-000063F-processed-gene-16.12	hpgds	000063F	3903100	3935912
maker-000063F-est_gff_StringTie-gene-17.1	NA	000063F	4054120	4060403
maker-000063F-est_gff_StringTie-gene-17.0	NA	000063F	4069182	4079843
maker-000063F-est_gff_StringTie-gene-19.1	pkg21d_2	000063F	4269865	4499550
maker-000063F-exonerate_protein2genome-gene-19.2	hex-t2_2	000063F	4524993	4526339
maker-000063F-est_gff_StringTie-gene-19.0	sorbs1_2	000063F	4534593	4678297
maker-000063F-augustus-gene-20.9	pp2b-14d	000063F	4682082	4756828
maker-000063F-est_gff_StringTie-gene-20.2	polr3a	000063F	4815328	4885171
maker-000063F-est_gff_StringTie-gene-23.7	lrrc20	000063F	4926394	4963537
maker-000063F-augustus-gene-23.23	mcu	000063F	5005938	5212973
maker-000063F-augustus-gene-23.18	fut11	000063F	5503232	5511909
maker-000063F-exonerate_protein2genome-gene-23.2	bsk_2	000063F	5515539	5554394
maker-000063F-est_gff_StringTie-gene-23.4	slit3_5	000063F	5567607	5582911
maker-000063F-est_gff_StringTie-gene-23.5	adgra2	000063F	5608218	5630769
maker-000063F-est_gff_StringTie-gene-23.6	chadl	000063F	5641631	5677472
augustus_masked-000063F-processed-gene-24.0	tdpoz4_31	000063F	5682706	5684289
maker-000063F-est_gff_StringTie-gene-24.0	rdr1_7	000063F	5746994	5861290
maker-000063F-augustus-gene-24.9	NA	000063F	5886119	5889029
augustus_masked-000063F-processed-gene-24.6	NA	000063F	5889273	5893656
maker-000063F-est_gff_StringTie-gene-25.0	e(bx)	000063F	5897000	5984552
maker-000063F-est_gff_StringTie-gene-25.1	NA	000063F	6006528	6011021
evm-000063F-processed-gene-25.7	cenpx	000063F	6123479	6154650
maker-000063F-est_gff_StringTie-gene-26.2	rbfox1	000063F	6154315	6252816
maker-000063F-augustus-gene-26.6	b9d1	000063F	6268475	6296993
maker-000063F-est_gff_StringTie-gene-27.0	NA	000063F	6537522	6557806
maker-000063F-exonerate_protein2genome-gene-32.2	ar	000063F	7375638	7376837
maker-000063F-est_gff_StringTie-gene-32.1	NA	000063F	7713866	7743202
maker-000630F-est_gff_StringTie-gene-0.0	NA	000630F	36000	72387
maker-000630F-est_gff_StringTie-gene-0.1	NA	000630F	133643	233058
maker-000630F-exonerate_protein2genome-gene-0.3	NA	000630F	325898	326272
maker-000630F-exonerate_protein2genome-gene-0.2	h4-viii_2	000630F	326462	326752
maker-000554F-est_gff_StringTie-gene-0.2	slc31a1_4	000554F	4553	35875
evm-000554F-processed-gene-0.12	slc25a1	000554F	49135	72487
maker-000554F-exonerate_protein2genome-gene-0.1	snf8	000554F	80404	81144
maker-000554F-augustus-gene-0.9	vars_glp-4	000554F	81526	134381
augustus_masked-000554F-processed-gene-1.44	znf71_2	000554F	154187	155314
maker-000554F-exonerate_protein2genome-gene-1.1	prdm9_7	000554F	173062	204627
maker-000554F-est_gff_StringTie-gene-1.38	col1a2_3	000554F	234645	366568
augustus_masked-000554F-processed-gene-1.46	NA	000554F	234909	235283
maker-000554F-exonerate_protein2genome-gene-1.2	stom	000554F	381212	427388
maker-000554F-est_gff_StringTie-gene-1.43	rhot1a	000554F	474044	529231
maker-000554F-est_gff_StringTie-gene-1.39	stxbp1_stxbp2	000554F	529228	586995
evm-000554F-processed-gene-1.34	snx2	000554F	565558	595221
maker-000554F-augustus-gene-1.40	mib1_2	000554F	597127	647305
maker-000436F-est_gff_StringTie-gene-0.0	NA	000436F	98032	101729
maker-000436F-est_gff_StringTie-gene-0.1	znf277_2	000436F	133769	158568
maker-000436F-augustus-gene-1.13	scrt1	000436F	203101	280139
maker-000436F-exonerate_protein2genome-gene-1.2	nploc4	000436F	351577	388757
augustus_masked-000436F-processed-gene-2.9	otoplc_8	000436F	489625	604428
maker-000436F-est_gff_StringTie-gene-3.1	otoplc	000436F	627065	706419
evm-000436F-processed-gene-3.12	NA	000436F	714539	734405
evm-000436F-processed-gene-3.14	zc3h11a_3	000436F	740112	777479
maker-000436F-est_gff_StringTie-gene-3.3	zc3h11a_2	000436F	808742	841899
maker-000436F-est_gff_StringTie-gene-4.0	vps50	000436F	841978	920444
evm-000436F-processed-gene-4.20	slc51a	000436F	916510	950336
maker-000436F-augustus-gene-4.1	samui_2	000436F	1043267	1077006
maker-000436F-augustus-gene-4.2	NA	000436F	1175004	1199960
maker-000436F-est_gff_StringTie-gene-4.1	NA	000436F	1219122	1226139
maker-000364F-est_gff_StringTie-gene-0.1	NA	000364F	38	8722
maker-000364F-est_gff_StringTie-gene-0.0	hnrnpf	000364F	45149	72638
maker-000364F-est_gff_StringTie-gene-0.2	efcab6	000364F	71524	114777
maker-000364F-augustus-gene-1.1	NA	000364F	143681	149591
maker-000364F-est_gff_StringTie-gene-1.0	NA	000364F	181677	234844
maker-000364F-est_gff_StringTie-gene-1.1	NA	000364F	252937	261663
maker-000364F-est_gff_StringTie-gene-1.2	nrf-6_4	000364F	280659	301452
maker-000364F-est_gff_StringTie-gene-1.3	nrf-6_39	000364F	302410	331258
maker-000364F-est_gff_StringTie-gene-2.0	nrf-6_10	000364F	347511	412253
maker-000364F-est_gff_StringTie-gene-2.1	slc43a3_2	000364F	431775	551638
evm-000364F-processed-gene-3.0	pbld1_2	000364F	608755	642982
evm-000364F-processed-gene-3.1	pbld1_3	000364F	648902	678289
evm-000364F-processed-gene-3.2	pbld1	000364F	687407	708181
maker-000364F-est_gff_StringTie-gene-4.0	ptchd3	000364F	802231	919874
maker-000364F-exonerate_protein2genome-gene-4.1	tgfbr1	000364F	1024909	1082377
maker-000364F-est_gff_StringTie-gene-6.0	unc-71_adam11	000364F	1107656	1445875
maker-000364F-est_gff_StringTie-gene-7.0	adam28	000364F	1542626	1649116
evm-000364F-processed-gene-7.13	chia	000364F	1654189	1666774
maker-000364F-est_gff_StringTie-gene-7.1	NA	000364F	1666498	1667826
maker-000364F-est_gff_StringTie-gene-7.2	NA	000364F	1668975	1670178
maker-000364F-est_gff_StringTie-gene-7.3	ankrd11	000364F	1684986	1795453
maker-000364F-exonerate_protein2genome-gene-7.4	umps_ura4	000364F	1801819	1803225
evm-000695F-processed-gene-0.0	mrpl58_2	000695F	430	21549
maker-001011F-est_gff_StringTie-gene-0.0	NA	001011F	13351	49427
augustus_masked-000067F-processed-gene-0.7	NA	000067F	73470	73709
maker-000067F-exonerate_protein2genome-gene-3.0	tollo_2	000067F	400058	403696
maker-000067F-est_gff_StringTie-gene-3.1	NA	000067F	716409	732412
maker-000067F-est_gff_StringTie-gene-6.0	NA	000067F	1413943	1414328
maker-000067F-est_gff_StringTie-gene-6.1	NA	000067F	1503251	1534862
maker-000067F-est_gff_StringTie-gene-8.0	NA	000067F	1853984	1870168
maker-000067F-augustus-gene-9.1	NA	000067F	2223430	2234283
augustus_masked-000067F-processed-gene-10.1	gar-2	000067F	2261499	2262872
augustus_masked-000067F-processed-gene-11.3	NA	000067F	2613632	2614570
maker-000067F-est_gff_StringTie-gene-11.0	rilpl	000067F	2633783	2731966
maker-000067F-est_gff_StringTie-gene-12.0	kcnip4_2	000067F	2774269	2991852
