gene_id	geneName	Chr	Start	End	product	uniprot_id
maker-000109F-est_gff_StringTie-gene-19.3	pfdn5_2	000109F	4535533	4549809	Prefoldin subunit 5	Q8HYI9
evm-000109F-processed-gene-19.3	pcbp3_2	000109F	4559188	4636856	Poly(rC)-binding protein 3	P57721
maker-000109F-est_gff_StringTie-gene-19.1	pogz	000109F	4638536	4672670	Pogo transposable element with ZNF domain	Q7Z3K3
maker-000109F-est_gff_StringTie-gene-20.0	slc34a2	000109F	4763831	4836215	Sodium-dependent phosphate transport protein 2B	Q9JJ09
maker-000109F-est_gff_StringTie-gene-20.1	myo5a	000109F	4864604	4937881	Unconventional myosin-Va	Q02440
maker-000109F-est_gff_StringTie-gene-20.2	NA	000109F	4950300	4950996	hypothetical protein	NA
maker-000109F-est_gff_StringTie-gene-21.5	NA	000109F	4966272	4993699	hypothetical protein	NA
evm-000109F-processed-gene-21.3	slc35b1	000109F	5019731	5036020	Solute carrier family 35 member B1	Q66HX0
maker-000109F-est_gff_StringTie-gene-21.3	NA	000109F	5051426	5061809	hypothetical protein	NA
maker-000109F-augustus-gene-21.8	NA	000109F	5067105	5071855	hypothetical protein	NA
maker-000109F-est_gff_StringTie-gene-21.4	NA	000109F	5076019	5076582	hypothetical protein	NA
evm-000109F-processed-gene-21.0	nudt21	000109F	5095251	5112547	Cleavage and polyadenylation specificity factor subunit 5	Q7T3C6
maker-000109F-est_gff_StringTie-gene-21.8	mgmt_mkrn1	000109F	5117161	5168774	Methylated-DNA--protein-cysteine methyltransferase,E3 ubiquitin-protein ligase makorin-1	P26187,Q9UHC7
augustus_masked-000109F-processed-gene-21.14	pomgnt2	000109F	5169694	5171133	Protein O-linked-mannose beta-1%2C4-N-acetylglucosaminyltransferase 2	Q5NDE7
evm-000109F-processed-gene-22.16	rab2a	000109F	5186612	5228054	Ras-related protein Rab-2A	Q90965
maker-000109F-augustus-gene-22.11	dtd1	000109F	5255893	5277329	D-aminoacyl-tRNA deacylase 1	Q2T9V8
maker-000109F-est_gff_StringTie-gene-22.4	celf3	000109F	5277938	5318772	CUGBP Elav-like family member 3	Q9IBD1
maker-000109F-exonerate_protein2genome-gene-22.1	evx2	000109F	5380119	5399100	Homeobox even-skipped homolog protein 2	Q03828
augustus_masked-000109F-processed-gene-23.10	znf235_15	000109F	5814393	5815667	Zinc finger protein 235	Q14590
maker-000109F-exonerate_protein2genome-gene-23.2	znf569_znf84	000109F	5826252	5839215	Zinc finger protein 569,Zinc finger protein 84	Q5MCW4,P51523
evm-000386F-processed-gene-0.2	nckipsd	000386F	13517	69179	NCK-interacting protein with SH3 domain	Q9ESJ4
maker-000386F-est_gff_StringTie-gene-1.0	wdfy3	000386F	69545	329773	WD repeat and FYVE domain-containing protein 3	Q8IZQ1
maker-000386F-est_gff_StringTie-gene-0.1	NA	000386F	129585	130567	hypothetical protein	NA
maker-000386F-exonerate_protein2genome-gene-2.0	atad3-b	000386F	379279	461986	ATPase family AAA domain-containing protein 3-B	Q6PAX2
maker-000386F-est_gff_StringTie-gene-2.1	notch3_ltbp1	000386F	473784	583772	Neurogenic locus notch homolog protein 3,Latent-transforming growth factor beta-binding protein 1	Q61982,Q9UM47,Q8CG19
maker-000386F-est_gff_StringTie-gene-3.0	notch3_tnxb	000386F	599220	785837	Neurogenic locus notch homolog protein 3,Tenascin-X	Q9R172,P22105
evm-000386F-processed-gene-4.18	mrc1_2	000386F	786806	889086	Macrophage mannose receptor 1	P22897
maker-000386F-augustus-gene-4.1	nr2e1	000386F	992128	1027776	Nuclear receptor subfamily 2 group E member 1	Q9YGL3
maker-000386F-est_gff_StringTie-gene-4.3	NA	000386F	1105210	1105862	hypothetical protein	NA
maker-000386F-exonerate_protein2genome-gene-5.0	cmpk_2	000386F	1116907	1160450	UMP-CMP kinase	Q5ZKE7
evm-000386F-processed-gene-5.1	cg12084_2	000386F	1174471	1232990	Protein zer-1 homolog	Q9W0E8
maker-000386F-est_gff_StringTie-gene-5.3	pigf	000386F	1261789	1271510	Phosphatidylinositol-glycan biosynthesis class F protein	O09101
maker-000386F-est_gff_StringTie-gene-6.0	ced-11_nudt9_trpm2	000386F	1337092	1463663	Protein ced-11,Transient receptor potential cation channel subfamily M member 2,ADP-ribose pyrophosphatase%2C mitochondrial	P34641,O94759,Q5XIG0
maker-000386F-est_gff_StringTie-gene-6.1	tnxb_9	000386F	1481287	1605791	Tenascin-X	P22105
maker-000386F-est_gff_StringTie-gene-6.2	ush2a_pear1	000386F	1707938	1720126	Platelet endothelial aggregation receptor 1,Usherin	Q8VIK5,O75445
maker-000386F-est_gff_StringTie-gene-6.3	NA	000386F	1725770	1731673	hypothetical protein	NA
maker-000445F-est_gff_StringTie-gene-0.0	abcc1_3	000445F	16268	140726	Multidrug resistance-associated protein 1	Q8HXQ5,Q5F364
maker-000445F-est_gff_StringTie-gene-1.2	mkrn1_arhgap1	000445F	193624	254066	Rho GTPase-activating protein 1,E3 ubiquitin-protein ligase makorin-1	Q07960,Q9TT91
maker-000445F-est_gff_StringTie-gene-2.0	spop_40	000445F	259997	418261	Speckle-type POZ protein,hypothetical protein	Q6P8B3
maker-000445F-est_gff_StringTie-gene-1.3	NA	000445F	363757	395618	hypothetical protein	NA
maker-000445F-est_gff_StringTie-gene-2.1	fj	000445F	483752	552835	Extracellular serine/threonine protein kinase four-jointed	P54360
maker-000445F-est_gff_StringTie-gene-3.2	NA	000445F	714247	716342	hypothetical protein	NA
maker-000445F-est_gff_StringTie-gene-3.0	NA	000445F	716600	754521	hypothetical protein	NA
maker-000445F-est_gff_StringTie-gene-3.3	NA	000445F	728350	779729	hypothetical protein	NA
maker-000445F-est_gff_StringTie-gene-3.1	NA	000445F	782833	788326	hypothetical protein	NA
augustus_masked-000445F-processed-gene-3.9	spop	000445F	789312	790877	Speckle-type POZ protein	Q6P8B3
augustus_masked-000445F-processed-gene-3.5	spop-b_19	000445F	832141	833685	Speckle-type POZ protein B	Q0IHH9
maker-000445F-est_gff_StringTie-gene-3.4	rrad	000445F	853997	875535	GTP-binding protein RAD	P55042
augustus_masked-000445F-processed-gene-4.5	spop_38	000445F	917471	918952	Speckle-type POZ protein	Q5NVK7
augustus_masked-000445F-processed-gene-4.6	NA	000445F	922154	923179	hypothetical protein	NA
augustus_masked-000445F-processed-gene-4.16	NA	000445F	966490	966930	hypothetical protein	NA
maker-000445F-est_gff_StringTie-gene-4.0	NA	000445F	1024209	1029185	hypothetical protein	NA
maker-000445F-exonerate_protein2genome-gene-4.3	rpl23_rpl23-a	000445F	1042455	1056052	60S ribosomal protein L23	Q9GNE2,P48159
maker-000445F-augustus-gene-4.24	dlgap1	000445F	1071942	1118735	Disks large-associated protein 1	Q9D415
augustus_masked-000445F-processed-gene-4.11	NA	000445F	1211074	1212117	hypothetical protein	NA
augustus_masked-000445F-processed-gene-4.22	NA	000445F	1259656	1271447	hypothetical protein	NA
maker-000391F-augustus-gene-1.1	NA	000391F	304342	307112	hypothetical protein	NA
maker-000391F-est_gff_StringTie-gene-1.0	btbd6_7	000391F	374334	391611	BTB/POZ domain-containing protein 6	Q8K2J9
maker-000391F-exonerate_protein2genome-gene-2.1	slc35f6	000391F	391926	415903	Solute carrier family 35 member F6	Q8N357
maker-000391F-est_gff_StringTie-gene-2.2	NA	000391F	468484	498621	hypothetical protein	NA
maker-000391F-est_gff_StringTie-gene-2.5	fbxw2	000391F	510259	546853	F-box/WD repeat-containing protein 2	B2RZ17
evm-000391F-processed-gene-2.10	clpx	000391F	546972	599157	ATP-dependent Clp protease ATP-binding subunit clpX-like%2C mitochondrial	Q5R7N3
maker-000391F-est_gff_StringTie-gene-3.0	rpgrip1l	000391F	609396	734454	Protein fantom	Q8CG73
maker-000391F-est_gff_StringTie-gene-4.0	sec14l4_3	000391F	838193	887427	SEC14-like protein 4	Q8R0F9
maker-000391F-est_gff_StringTie-gene-4.1	sec14l2_18	000391F	915140	991039	SEC14-like protein 2	P58875
maker-000391F-est_gff_StringTie-gene-4.2	sec14l2_16	000391F	1027496	1071268	SEC14-like protein 2	P58875
maker-000391F-est_gff_StringTie-gene-5.0	NA	000391F	1078360	1188040	hypothetical protein	NA
maker-000391F-est_gff_StringTie-gene-5.2	sec14l2_24	000391F	1107763	1173067	SEC14-like protein 2	Q99MS0
maker-000391F-est_gff_StringTie-gene-5.3	sec14l2_21	000391F	1212493	1261420	SEC14-like protein 2	P58875
maker-000391F-est_gff_StringTie-gene-5.1	NA	000391F	1264589	1265470	hypothetical protein	NA
maker-000391F-est_gff_StringTie-gene-5.4	sec14l2_17	000391F	1280030	1310656	SEC14-like protein 2	O76054
maker-000391F-est_gff_StringTie-gene-5.5	sec14l4_5	000391F	1323104	1347019	SEC14-like protein 4	Q9UDX3
maker-000391F-est_gff_StringTie-gene-6.1	sec14l4	000391F	1391917	1439992	SEC14-like protein 4	Q8R0F9
maker-000391F-est_gff_StringTie-gene-6.2	sec14l4_4	000391F	1444811	1473638	SEC14-like protein 4	Q8R0F9
maker-000391F-est_gff_StringTie-gene-6.3	wun	000391F	1480345	1514521	Putative phosphatidate phosphatase	Q9V576
maker-000391F-est_gff_StringTie-gene-6.0	NA	000391F	1537657	1547793	hypothetical protein	NA
maker-000391F-exonerate_protein2genome-gene-6.4	rasd2	000391F	1550822	1551418	GTP-binding protein Rhes	Q96D21
maker-000917F-augustus-gene-0.0	NA	000917F	30350	46022	hypothetical protein	NA
maker-000348F-est_gff_StringTie-gene-1.1	NA	000348F	222488	225967	hypothetical protein	NA
maker-000348F-est_gff_StringTie-gene-1.2	NA	000348F	239501	374439	hypothetical protein	NA
maker-000348F-est_gff_StringTie-gene-1.0	dram1_4	000348F	359066	377740	DNA damage-regulated autophagy modulator protein 1,hypothetical protein	Q8N682
evm-000348F-processed-gene-2.4	ft	000348F	380814	500814	Cadherin-related tumor suppressor	P33450
maker-000348F-est_gff_StringTie-gene-2.1	NA	000348F	575351	627149	hypothetical protein	NA
evm-000348F-processed-gene-3.6	NA	000348F	684141	718420	hypothetical protein	NA
evm-000348F-processed-gene-3.7	sidt1	000348F	717139	839774	SID1 transmembrane family member 1	Q9NXL6
maker-000348F-augustus-gene-4.6	tor1b_2	000348F	863999	938697	Torsin-1B	Q9ER41
maker-000348F-est_gff_StringTie-gene-4.1	ywad	000348F	956204	1034028	hypothetical protein,Aminopeptidase YwaD	P25152
maker-000348F-augustus-gene-6.9	NA	000348F	1114044	1121580	hypothetical protein	NA
maker-000348F-est_gff_StringTie-gene-6.3	osa	000348F	1162803	1392805	Trithorax group protein osa	Q8IN94
maker-000348F-est_gff_StringTie-gene-6.1	NA	000348F	1399453	1412000	hypothetical protein	NA
maker-000348F-est_gff_StringTie-gene-6.2	tmem272	000348F	1562664	1598838	Transmembrane protein 272	A0A1B0GTI8
maker-000348F-est_gff_StringTie-gene-7.0	gol	000348F	1598401	1714047	Protein goliath	Q06003
maker-000348F-est_gff_StringTie-gene-7.1	NA	000348F	1731834	1761082	hypothetical protein	NA
maker-000348F-est_gff_StringTie-gene-8.2	lmbrd2	000348F	1774766	1859010	G-protein coupled receptor-associated protein LMBRD2	Q7ZYA0
augustus_masked-000353F-processed-gene-0.8	klf17_3	000353F	90468	115380	Krueppel-like factor 17	Q5JT82
maker-000353F-exonerate_protein2genome-gene-1.0	zfp26_znf845_znf234_znf91_znf836	000353F	185941	244276	Zinc finger protein 26,Zinc finger protein 91,Zinc finger protein 836,Zinc finger protein 845,Zinc finger protein 234	P10076,Q05481,Q6ZNA1,Q96IR2,Q14588
evm-000353F-processed-gene-1.4	akap7	000353F	299083	329100	A-kinase anchor protein 7 isoform gamma	Q9P0M2
evm-000353F-processed-gene-1.3	NA	000353F	383049	393045	hypothetical protein	NA
maker-000353F-est_gff_StringTie-gene-2.1	akap7_4	000353F	429778	444798	A-kinase anchor protein 7 isoform gamma	Q9P0M2
maker-000353F-est_gff_StringTie-gene-2.2	nsmaf	000353F	460304	526247	Protein FAN	Q92636
maker-000353F-augustus-gene-2.4	gid4	000353F	529840	549973	Glucose-induced degradation protein 4 homolog	Q9CPY6
maker-000353F-est_gff_StringTie-gene-2.3	tom1	000353F	550205	605737	Target of Myb protein 1	O88746
maker-000353F-est_gff_StringTie-gene-3.0	akap7_2	000353F	634130	653283	A-kinase anchor protein 7 isoform gamma	Q9P0M2
evm-000353F-processed-gene-3.10	dcaf4l1	000353F	733136	742248	DDB1- and CUL4-associated factor 4-like protein 1	Q3SXM0
maker-000353F-exonerate_protein2genome-gene-3.6	zip	000353F	759210	852925	Myosin heavy chain%2C non-muscle	Q99323
maker-000353F-exonerate_protein2genome-gene-5.2	NA	000353F	907266	955961	hypothetical protein	NA
maker-000353F-augustus-gene-5.14	NA	000353F	1159175	1199289	hypothetical protein	NA
maker-000353F-est_gff_StringTie-gene-7.3	caskin2_caskin1	000353F	1205293	1657411	Caskin-2,Caskin-1,hypothetical protein	Q8VHK1,Q8VHK2,Q6P9K8,Q8WXD9
maker-000353F-est_gff_StringTie-gene-5.0	NA	000353F	1231144	1231564	hypothetical protein	NA
augustus_masked-000353F-processed-gene-7.31	NA	000353F	1709828	1710409	hypothetical protein	NA
augustus_masked-000353F-processed-gene-7.32	spopla	000353F	1710440	1711288	Speckle-type POZ protein-like A	Q5BL35
maker-000353F-exonerate_protein2genome-gene-7.4	znf271_17	000353F	1805163	1805777	Zinc finger protein 271,hypothetical protein	Q5R5U3
maker-000353F-est_gff_StringTie-gene-7.1	lrp2	000353F	1826769	1866687	Low-density lipoprotein receptor-related protein 2	A2ARV4,P98158
maker-000353F-augustus-gene-7.2	lrp1b_2	000353F	1902394	1954042	Low-density lipoprotein receptor-related protein 1B	Q9NZR2
maker-000353F-est_gff_StringTie-gene-7.2	lrp2_yl_lrp4	000353F	2005543	2124970	Low-density lipoprotein receptor-related protein 2,Putative vitellogenin receptor,Low-density lipoprotein receptor-related protein 4	P98164,P98158,P98163,Q8VI56
maker-001238F-est_gff_StringTie-gene-0.0	zc2hc1a_4	001238F	31612	40227	hypothetical protein,Zinc finger C2HC domain-containing protein 1A	Q5PPV5
maker-000487F-est_gff_StringTie-gene-1.0	NA	000487F	291776	311077	hypothetical protein	NA
maker-000487F-exonerate_protein2genome-gene-3.2	tob2	000487F	778958	808248	Protein Tob2	Q14106
augustus_masked-000487F-processed-gene-3.2	NA	000487F	787362	850970	hypothetical protein	NA
maker-000487F-est_gff_StringTie-gene-3.0	NA	000487F	819334	821526	hypothetical protein	NA
augustus_masked-001251F-processed-gene-0.2	mm_2	001251F	9834	10928	Putative ankyrin repeat protein MM_0045	Q8Q0U0
maker-000865F-est_gff_StringTie-gene-0.0	grm1_2	000865F	23160	77781	Metabotropic glutamate receptor 1	Q13255
evm-000098F-processed-gene-0.2	zdhhc16	000098F	18220	56636	Palmitoyltransferase ZDHHC16	Q969W1
maker-000098F-est_gff_StringTie-gene-0.1	sarnp_2	000098F	92287	131872	SAP domain-containing ribonucleoprotein	Q9D1J3
maker-000098F-augustus-gene-1.3	NA	000098F	153357	170402	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-1.1	glra3	000098F	206970	296170	Glycine receptor subunit alpha-3	Q91XP5
maker-000098F-exonerate_protein2genome-gene-1.0	chmp1a	000098F	321471	356204	Charged multivesicular body protein 1a	Q921W0
maker-000098F-est_gff_StringTie-gene-2.0	tsen2_2	000098F	373102	406910	tRNA-splicing endonuclease subunit Sen2	Q8NCE0
maker-000098F-est_gff_StringTie-gene-2.1	ralbp1-a_ralbp1	000098F	444022	509377	RalA-binding protein 1,RalA-binding protein 1-A	Q15311,Q9PT60
maker-000098F-est_gff_StringTie-gene-2.2	NA	000098F	533932	540689	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-3.0	NA	000098F	585800	668205	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-3.1	NA	000098F	785625	788962	hypothetical protein	NA
maker-000098F-augustus-gene-4.0	NA	000098F	949945	952791	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-4.0	ghra_2	000098F	1070671	1108769	Glyoxylate/hydroxypyruvate reductase A	Q1RDC8,Q7N571
maker-000098F-est_gff_StringTie-gene-5.1	amt-3_4	000098F	1112724	1182435	Putative ammonium transporter 3	Q21565
maker-000098F-est_gff_StringTie-gene-5.0	NA	000098F	1142937	1173665	hypothetical protein	NA
augustus_masked-000098F-processed-gene-5.6	NA	000098F	1204763	1205074	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-5.2	amph	000098F	1255995	1313069	Amphiphysin	Q7TQF7
evm-000098F-processed-gene-8.0	nab	000098F	1786319	1885206	NGFI-A-binding protein homolog	Q59E55
maker-000098F-augustus-gene-8.3	kif28p	000098F	1904978	1989332	Kinesin-like protein KIF28P	D3YXS5
maker-000098F-exonerate_protein2genome-gene-8.0	bbip1	000098F	2013069	2013275	BBSome-interacting protein 1	A7S3I2
maker-000098F-est_gff_StringTie-gene-9.1	kdm3b	000098F	2019034	2216050	Lysine-specific demethylase 3B	Q7LBC6
maker-000098F-est_gff_StringTie-gene-9.0	NA	000098F	2209889	2242653	hypothetical protein	NA
evm-000098F-processed-gene-10.4	NA	000098F	2313695	2315172	hypothetical protein	NA
maker-000098F-augustus-gene-10.0	NA	000098F	2315493	2341598	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-10.1	NA	000098F	2341573	2353610	hypothetical protein	NA
maker-000098F-augustus-gene-10.1	NA	000098F	2404794	2413456	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-10.3	NA	000098F	2489808	2525343	hypothetical protein	NA
maker-000098F-augustus-gene-11.0	NA	000098F	2559901	2591202	hypothetical protein	NA
maker-000098F-augustus-gene-13.18	NA	000098F	2672617	2723089	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-13.1	NA	000098F	2672617	2821115	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-13.2	cdcp2_cubn	000098F	2861958	3085988	CUB domain-containing protein 2,Cubilin	Q8BQH6,O70244,Q5VXM1
evm-000098F-processed-gene-13.14	l(2)34fc	000098F	3129790	3147158	Defense protein l(2)34Fc	Q9V3Y3
maker-000098F-exonerate_protein2genome-gene-13.0	aldh18a1	000098F	3181985	3236606	Delta-1-pyrroline-5-carboxylate synthase	P54886,Q9Z110
maker-000098F-est_gff_StringTie-gene-14.0	arhgef10	000098F	3269414	3439857	Rho guanine nucleotide exchange factor 10	O15013
maker-000098F-est_gff_StringTie-gene-15.0	NA	000098F	3476866	3542645	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-15.1	lrrn1	000098F	3602713	3624055	Leucine-rich repeat neuronal protein 1	Q6UXK5
maker-000098F-est_gff_StringTie-gene-15.2	NA	000098F	3646222	3648717	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-15.3	fgfrl1_3	000098F	3661158	3709719	Fibroblast growth factor receptor-like 1	Q7TQM3,Q7T2H2
maker-000098F-augustus-gene-16.0	oa2b2	000098F	3801237	3925885	Octopamine receptor beta-2R	G3M4F8
augustus_masked-000098F-processed-gene-17.0	NA	000098F	4071823	4079304	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-17.0	NA	000098F	4076577	4079021	hypothetical protein	NA
maker-000098F-est_gff_StringTie-gene-17.1	slc18a2	000098F	4119081	4192639	Synaptic vesicular amine transporter	Q27963
maker-000098F-est_gff_StringTie-gene-17.2	slc18a3a_slc18a1	000098F	4200239	4223450	Probable vesicular acetylcholine transporter-A,Chromaffin granule amine transporter	Q08C75,Q01818
maker-000098F-exonerate_protein2genome-gene-18.0	stt3b	000098F	4259666	4330396	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	E2RG47
maker-000098F-augustus-gene-18.3	fmo5_13	000098F	4375089	4410414	Dimethylaniline monooxygenase [N-oxide-forming] 5	Q8K4C0
maker-000098F-augustus-gene-18.4	fmo5_3	000098F	4437613	4441237	Dimethylaniline monooxygenase [N-oxide-forming] 5	Q04799
augustus_masked-000098F-processed-gene-19.0	NA	000098F	4465393	4465779	hypothetical protein	NA
maker-000098F-exonerate_protein2genome-gene-19.0	fmo5_14	000098F	4485198	4510983	Dimethylaniline monooxygenase [N-oxide-forming] 5	P97872
maker-000098F-augustus-gene-19.7	sec14l2_23	000098F	4561478	4607383	SEC14-like protein 2	O76054
maker-000098F-est_gff_StringTie-gene-19.2	sec14l2_36	000098F	4621262	4700707	SEC14-like protein 2	P58875
evm-000098F-processed-gene-20.1	uref	000098F	4736725	4789906	Urease accessory protein F	Q9XHZ3
maker-000098F-exonerate_protein2genome-gene-20.1	gbx2_gbx1	000098F	4890094	4890423	Homeobox protein GBX-2,Homeobox protein GBX-1	Q91907,Q14549
maker-000098F-est_gff_StringTie-gene-21.2	sec14l2_11	000098F	4926281	5000003	SEC14-like protein 2	P58875,Q99MS0
maker-000098F-est_gff_StringTie-gene-21.1	cg8399	000098F	5090677	5192912	Putative ferric-chelate reductase 1 homolog	Q8MSU3
maker-000098F-est_gff_StringTie-gene-22.2	sh3bp5l	000098F	5251059	5308154	SH3 domain-binding protein 5-like	Q5U584
maker-000098F-est_gff_StringTie-gene-22.1	tube1	000098F	5335059	5438189	Tubulin epsilon chain	Q9UJT0,Q9D6T1
