"","gene_id","geneName","lascID","scGeneName","Chr","Start","End"
"256","maker-000109F-est_gff_StringTie-gene-21.8","mgmt_mkrn1","LASC009678","mgmt-mkrn1","000109F",5117161,5168774
"257","augustus_masked-000109F-processed-gene-21.14","pomgnt2","LASC009679","pomgnt2","000109F",5169694,5171133
"258","evm-000109F-processed-gene-22.16","rab2a","LASC009680","rab2a","000109F",5186612,5228054
"259","maker-000109F-augustus-gene-22.11","dtd1","LASC009681","dtd1","000109F",5255893,5277329
"260","maker-000109F-est_gff_StringTie-gene-22.4","celf3","LASC009682","celf3","000109F",5277938,5318772
"261","maker-000109F-exonerate_protein2genome-gene-22.1","evx2","LASC009683","evx2","000109F",5380119,5399100
"262","augustus_masked-000109F-processed-gene-23.10","znf235_15","LASC009684","znf235-15","000109F",5814393,5815667
"263","maker-000109F-exonerate_protein2genome-gene-23.2","znf569_znf84","LASC009685","znf569-znf84","000109F",5826252,5839215
"264","evm-000386F-processed-gene-0.2","nckipsd","LASC019489","nckipsd","000386F",13517,69179
"265","maker-000386F-est_gff_StringTie-gene-1.0","wdfy3","LASC019490","wdfy3","000386F",69545,329773
"266","maker-000386F-est_gff_StringTie-gene-0.1","LASC019491","LASC019491","LASC019491","000386F",129585,130567
"267","maker-000386F-exonerate_protein2genome-gene-2.0","atad3-b","LASC019492","atad3-b","000386F",379279,461986
"268","maker-000386F-est_gff_StringTie-gene-2.1","notch3_ltbp1","LASC019493","notch3-ltbp1","000386F",473784,583772
"269","maker-000386F-est_gff_StringTie-gene-3.0","notch3_tnxb","LASC019494","notch3-tnxb","000386F",599220,785837
"270","evm-000386F-processed-gene-4.18","mrc1_2","LASC019495","mrc1-2","000386F",786806,889086
"271","maker-000386F-augustus-gene-4.1","nr2e1","LASC019496","nr2e1","000386F",992128,1027776
"272","maker-000386F-est_gff_StringTie-gene-4.3","LASC019497","LASC019497","LASC019497","000386F",1105210,1105862
"273","maker-000386F-exonerate_protein2genome-gene-5.0","cmpk_2","LASC019498","cmpk-2","000386F",1116907,1160450
"274","evm-000386F-processed-gene-5.1","cg12084_2","LASC019499","cg12084-2","000386F",1174471,1232990
"275","maker-000386F-est_gff_StringTie-gene-5.3","pigf","LASC019500","pigf","000386F",1261789,1271510
"276","maker-000386F-est_gff_StringTie-gene-6.0","ced-11_nudt9_trpm2","LASC019501","ced-11-nudt9-trpm2","000386F",1337092,1463663
"277","maker-000386F-est_gff_StringTie-gene-6.1","tnxb_9","LASC019502","tnxb-9","000386F",1481287,1605791
"278","maker-000386F-est_gff_StringTie-gene-6.2","ush2a_pear1","LASC019503","ush2a-pear1","000386F",1707938,1720126
"279","maker-000386F-est_gff_StringTie-gene-6.3","LASC019504","LASC019504","LASC019504","000386F",1725770,1731673
"280","maker-000445F-est_gff_StringTie-gene-0.0","abcc1_3","LASC020475","abcc1-3","000445F",16268,140726
"281","maker-000445F-est_gff_StringTie-gene-1.2","mkrn1_arhgap1","LASC020476","mkrn1-arhgap1","000445F",193624,254066
"282","maker-000445F-est_gff_StringTie-gene-2.0","spop_40","LASC020477","spop-40","000445F",259997,418261
"283","maker-000445F-est_gff_StringTie-gene-1.3","LASC020478","LASC020478","LASC020478","000445F",363757,395618
"284","maker-000445F-est_gff_StringTie-gene-2.1","fj","LASC020479","fj","000445F",483752,552835
"285","maker-000445F-est_gff_StringTie-gene-3.2","LASC020480","LASC020480","LASC020480","000445F",714247,716342
"286","maker-000445F-est_gff_StringTie-gene-3.0","LASC020481","LASC020481","LASC020481","000445F",716600,754521
"287","maker-000445F-est_gff_StringTie-gene-3.3","LASC020482","LASC020482","LASC020482","000445F",728350,779729
"288","maker-000445F-est_gff_StringTie-gene-3.1","LASC020483","LASC020483","LASC020483","000445F",782833,788326
"289","augustus_masked-000445F-processed-gene-3.9","spop","LASC020484","spop","000445F",789312,790877
"290","augustus_masked-000445F-processed-gene-3.5","spop-b_19","LASC020485","spop-b-19","000445F",832141,833685
"291","maker-000445F-est_gff_StringTie-gene-3.4","rrad","LASC020486","rrad","000445F",853997,875535
"292","augustus_masked-000445F-processed-gene-4.5","spop_38","LASC020487","spop-38","000445F",917471,918952
"293","augustus_masked-000445F-processed-gene-4.6","LASC020488","LASC020488","LASC020488","000445F",922154,923179
"294","augustus_masked-000445F-processed-gene-4.16","LASC020489","LASC020489","LASC020489","000445F",966490,966930
"295","maker-000445F-est_gff_StringTie-gene-4.0","LASC020490","LASC020490","LASC020490","000445F",1024209,1029185
"296","maker-000445F-exonerate_protein2genome-gene-4.3","rpl23_rpl23-a","LASC020491","rpl23-rpl23-a","000445F",1042455,1056052
"297","maker-000445F-augustus-gene-4.24","dlgap1","LASC020492","dlgap1","000445F",1071942,1118735
"298","augustus_masked-000445F-processed-gene-4.11","LASC020493","LASC020493","LASC020493","000445F",1211074,1212117
"299","augustus_masked-000445F-processed-gene-4.22","LASC020494","LASC020494","LASC020494","000445F",1259656,1271447
"300","maker-000391F-augustus-gene-1.1","LASC019575","LASC019575","LASC019575","000391F",304342,307112
"301","maker-000391F-est_gff_StringTie-gene-1.0","btbd6_7","LASC019576","btbd6-7","000391F",374334,391611
"302","maker-000391F-exonerate_protein2genome-gene-2.1","slc35f6","LASC019577","slc35f6","000391F",391926,415903
"303","maker-000391F-est_gff_StringTie-gene-2.2","LASC019578","LASC019578","LASC019578","000391F",468484,498621
"304","maker-000391F-est_gff_StringTie-gene-2.5","fbxw2","LASC019579","fbxw2","000391F",510259,546853
"305","evm-000391F-processed-gene-2.10","clpx","LASC019580","clpx","000391F",546972,599157
"306","maker-000391F-est_gff_StringTie-gene-3.0","rpgrip1l","LASC019581","rpgrip1l","000391F",609396,734454
"307","maker-000391F-est_gff_StringTie-gene-4.0","sec14l4_3","LASC019582","sec14l4-3","000391F",838193,887427
"308","maker-000391F-est_gff_StringTie-gene-4.1","sec14l2_18","LASC019583","sec14l2-18","000391F",915140,991039
"309","maker-000391F-est_gff_StringTie-gene-4.2","sec14l2_16","LASC019584","sec14l2-16","000391F",1027496,1071268
"310","maker-000391F-est_gff_StringTie-gene-5.0","LASC019585","LASC019585","LASC019585","000391F",1078360,1188040
"311","maker-000391F-est_gff_StringTie-gene-5.2","sec14l2_24","LASC019586","sec14l2-24","000391F",1107763,1173067
"312","maker-000391F-est_gff_StringTie-gene-5.3","sec14l2_21","LASC019587","sec14l2-21","000391F",1212493,1261420
"313","maker-000391F-est_gff_StringTie-gene-5.1","LASC019588","LASC019588","LASC019588","000391F",1264589,1265470
"314","maker-000391F-est_gff_StringTie-gene-5.4","sec14l2_17","LASC019589","sec14l2-17","000391F",1280030,1310656
"315","maker-000391F-est_gff_StringTie-gene-5.5","sec14l4_5","LASC019590","sec14l4-5","000391F",1323104,1347019
"316","maker-000391F-est_gff_StringTie-gene-6.1","sec14l4","LASC019591","sec14l4","000391F",1391917,1439992
"317","maker-000391F-est_gff_StringTie-gene-6.2","sec14l4_4","LASC019592","sec14l4-4","000391F",1444811,1473638
"318","maker-000391F-est_gff_StringTie-gene-6.3","wun","LASC019593","wun","000391F",1480345,1514521
"319","maker-000391F-est_gff_StringTie-gene-6.0","Spice_17","LASC019594","Spice-17","000391F",1537657,1547793
"320","maker-000391F-exonerate_protein2genome-gene-6.4","rasd2","LASC019595","rasd2","000391F",1550822,1551418
"321","maker-000917F-augustus-gene-0.0","LASC022662","LASC022662","LASC022662","000917F",30350,46022
"322","maker-000348F-est_gff_StringTie-gene-1.1","LASC018679","LASC018679","LASC018679","000348F",222488,225967
"323","maker-000348F-est_gff_StringTie-gene-1.2","LASC018680","LASC018680","LASC018680","000348F",239501,374439
"324","maker-000348F-est_gff_StringTie-gene-1.0","dram1_4","LASC018681","dram1-4","000348F",359066,377740
"325","evm-000348F-processed-gene-2.4","ft","LASC018682","ft","000348F",380814,500814
"326","maker-000348F-est_gff_StringTie-gene-2.1","LASC018683","LASC018683","LASC018683","000348F",575351,627149
"327","evm-000348F-processed-gene-3.6","LASC018684","LASC018684","LASC018684","000348F",684141,718420
"328","evm-000348F-processed-gene-3.7","sidt1","LASC018685","sidt1","000348F",717139,839774
"329","maker-000348F-augustus-gene-4.6","tor1b_2","LASC018686","tor1b-2","000348F",863999,938697
"330","maker-000348F-est_gff_StringTie-gene-4.1","ywad","LASC018687","ywad","000348F",956204,1034028
"331","maker-000348F-augustus-gene-6.9","LASC018688","LASC018688","LASC018688","000348F",1114044,1121580
"332","maker-000348F-est_gff_StringTie-gene-6.3","osa","LASC018689","osa","000348F",1162803,1392805
"333","maker-000348F-est_gff_StringTie-gene-6.1","LASC018690","LASC018690","LASC018690","000348F",1399453,1412000
"334","maker-000348F-est_gff_StringTie-gene-6.2","tmem272","LASC018691","tmem272","000348F",1562664,1598838
"335","maker-000348F-est_gff_StringTie-gene-7.0","gol","LASC018692","gol","000348F",1598401,1714047
"336","maker-000348F-est_gff_StringTie-gene-7.1","LASC018693","LASC018693","LASC018693","000348F",1731834,1761082
"337","maker-000348F-est_gff_StringTie-gene-8.2","lmbrd2","LASC018694","lmbrd2","000348F",1774766,1859010
"338","augustus_masked-000353F-processed-gene-0.8","klf17_3","LASC018823","klf17-3","000353F",90468,115380
"339","maker-000353F-exonerate_protein2genome-gene-1.0","zfp26_znf845_znf234_znf91_znf836","LASC018824","zfp26-znf845-znf234-znf91-znf836","000353F",185941,244276
"340","evm-000353F-processed-gene-1.4","akap7","LASC018825","akap7","000353F",299083,329100
"341","evm-000353F-processed-gene-1.3","LASC018826","LASC018826","LASC018826","000353F",383049,393045
"342","maker-000353F-est_gff_StringTie-gene-2.1","akap7_4","LASC018827","akap7-4","000353F",429778,444798
"343","maker-000353F-est_gff_StringTie-gene-2.2","nsmaf","LASC018828","nsmaf","000353F",460304,526247
"344","maker-000353F-augustus-gene-2.4","gid4","LASC018829","gid4","000353F",529840,549973
"345","maker-000353F-est_gff_StringTie-gene-2.3","tom1","LASC018830","tom1","000353F",550205,605737
"346","maker-000353F-est_gff_StringTie-gene-3.0","akap7_2","LASC018831","akap7-2","000353F",634130,653283
"347","evm-000353F-processed-gene-3.10","dcaf4l1","LASC018832","dcaf4l1","000353F",733136,742248
"348","maker-000353F-exonerate_protein2genome-gene-3.6","zip","LASC018833","zip","000353F",759210,852925
"349","maker-000353F-exonerate_protein2genome-gene-5.2","LASC018834","LASC018834","LASC018834","000353F",907266,955961
"350","maker-000353F-augustus-gene-5.14","LASC018835","LASC018835","LASC018835","000353F",1159175,1199289
"351","maker-000353F-est_gff_StringTie-gene-7.3","caskin2_caskin1","LASC018836","caskin2-caskin1","000353F",1205293,1657411
"352","maker-000353F-est_gff_StringTie-gene-5.0","LASC018837","LASC018837","LASC018837","000353F",1231144,1231564
"353","augustus_masked-000353F-processed-gene-7.31","LASC018838","LASC018838","LASC018838","000353F",1709828,1710409
"354","augustus_masked-000353F-processed-gene-7.32","spopla","LASC018839","spopla","000353F",1710440,1711288
"355","maker-000353F-exonerate_protein2genome-gene-7.4","znf271_17","LASC018840","znf271-17","000353F",1805163,1805777
"356","maker-000353F-est_gff_StringTie-gene-7.1","lrp2","LASC018841","lrp2","000353F",1826769,1866687
"357","maker-000353F-augustus-gene-7.2","lrp1b_2","LASC018842","lrp1b-2","000353F",1902394,1954042
"358","maker-000353F-est_gff_StringTie-gene-7.2","lrp2_yl_lrp4","LASC018843","lrp2-yl-lrp4","000353F",2005543,2124970
"359","maker-001238F-est_gff_StringTie-gene-0.0","zc2hc1a_4","LASC022790","zc2hc1a-4","001238F",31612,40227
"360","maker-000487F-est_gff_StringTie-gene-1.0","LASC021085","LASC021085","LASC021085","000487F",291776,311077
"361","maker-000487F-exonerate_protein2genome-gene-3.2","tob2","LASC021086","tob2","000487F",778958,808248
"362","augustus_masked-000487F-processed-gene-3.2","LASC021087","LASC021087","LASC021087","000487F",787362,850970
"363","maker-000487F-est_gff_StringTie-gene-3.0","LASC021088","LASC021088","LASC021088","000487F",819334,821526
"364","augustus_masked-001251F-processed-gene-0.2","mm_2","LASC022799","mm-2","001251F",9834,10928
"365","maker-000865F-est_gff_StringTie-gene-0.0","grm1_2","LASC022630","grm1-2","000865F",23160,77781
"366","evm-000098F-processed-gene-0.2","zdhhc16","LASC009060","zdhhc16","000098F",18220,56636
"367","maker-000098F-est_gff_StringTie-gene-0.1","sarnp_2","LASC009061","sarnp-2","000098F",92287,131872
"368","maker-000098F-augustus-gene-1.3","LASC009062","LASC009062","LASC009062","000098F",153357,170402
"369","maker-000098F-est_gff_StringTie-gene-1.1","glra3","LASC009063","glra3","000098F",206970,296170
"370","maker-000098F-exonerate_protein2genome-gene-1.0","chmp1a","LASC009064","chmp1a","000098F",321471,356204
"371","maker-000098F-est_gff_StringTie-gene-2.0","tsen2_2","LASC009065","tsen2-2","000098F",373102,406910
"372","maker-000098F-est_gff_StringTie-gene-2.1","ralbp1-a_ralbp1","LASC009066","ralbp1-a-ralbp1","000098F",444022,509377
"373","maker-000098F-est_gff_StringTie-gene-2.2","LASC009067","LASC009067","LASC009067","000098F",533932,540689
"374","maker-000098F-est_gff_StringTie-gene-3.0","LASC009068","LASC009068","LASC009068","000098F",585800,668205
"375","maker-000098F-est_gff_StringTie-gene-3.1","LASC009069","LASC009069","LASC009069","000098F",785625,788962
"376","maker-000098F-augustus-gene-4.0","LASC009070","LASC009070","LASC009070","000098F",949945,952791
"377","maker-000098F-est_gff_StringTie-gene-4.0","ghra_2","LASC009071","ghra-2","000098F",1070671,1108769
"378","maker-000098F-est_gff_StringTie-gene-5.1","amt-3_4","LASC009072","amt-3-4","000098F",1112724,1182435
"379","maker-000098F-est_gff_StringTie-gene-5.0","LASC009073","LASC009073","LASC009073","000098F",1142937,1173665
"380","augustus_masked-000098F-processed-gene-5.6","LASC009074","LASC009074","LASC009074","000098F",1204763,1205074
"381","maker-000098F-est_gff_StringTie-gene-5.2","amph","LASC009075","amph","000098F",1255995,1313069
"382","evm-000098F-processed-gene-8.0","nab","LASC009076","nab","000098F",1786319,1885206
"383","maker-000098F-augustus-gene-8.3","kif28p","LASC009077","kif28p","000098F",1904978,1989332
"384","maker-000098F-exonerate_protein2genome-gene-8.0","bbip1","LASC009078","bbip1","000098F",2013069,2013275
"385","maker-000098F-est_gff_StringTie-gene-9.1","kdm3b","LASC009079","kdm3b","000098F",2019034,2216050
"386","maker-000098F-est_gff_StringTie-gene-9.0","LASC009080","LASC009080","LASC009080","000098F",2209889,2242653
"387","evm-000098F-processed-gene-10.4","LASC009081","LASC009081","LASC009081","000098F",2313695,2315172
"388","maker-000098F-augustus-gene-10.0","LASC009082","LASC009082","LASC009082","000098F",2315493,2341598
"389","maker-000098F-est_gff_StringTie-gene-10.1","LASC009083","LASC009083","LASC009083","000098F",2341573,2353610
"390","maker-000098F-augustus-gene-10.1","LASC009084","LASC009084","LASC009084","000098F",2404794,2413456
"391","maker-000098F-est_gff_StringTie-gene-10.3","LASC009085","LASC009085","LASC009085","000098F",2489808,2525343
"392","maker-000098F-augustus-gene-11.0","LASC009086","LASC009086","LASC009086","000098F",2559901,2591202
"393","maker-000098F-augustus-gene-13.18","LASC009087","LASC009087","LASC009087","000098F",2672617,2723089
"394","maker-000098F-est_gff_StringTie-gene-13.1","LASC009088","LASC009088","LASC009088","000098F",2672617,2821115
"395","maker-000098F-est_gff_StringTie-gene-13.2","cdcp2_cubn","LASC009089","cdcp2-cubn","000098F",2861958,3085988
"396","evm-000098F-processed-gene-13.14","l(2)34fc","LASC009090","l(2)34fc","000098F",3129790,3147158
"397","maker-000098F-exonerate_protein2genome-gene-13.0","aldh18a1","LASC009091","aldh18a1","000098F",3181985,3236606
"398","maker-000098F-est_gff_StringTie-gene-14.0","arhgef10","LASC009092","arhgef10","000098F",3269414,3439857
"399","maker-000098F-est_gff_StringTie-gene-15.0","LASC009093","LASC009093","LASC009093","000098F",3476866,3542645
"400","maker-000098F-est_gff_StringTie-gene-15.1","lrrn1","LASC009094","lrrn1","000098F",3602713,3624055
"401","maker-000098F-est_gff_StringTie-gene-15.2","LASC009095","LASC009095","LASC009095","000098F",3646222,3648717
"402","maker-000098F-est_gff_StringTie-gene-15.3","fgfrl1_3","LASC009096","fgfrl1-3","000098F",3661158,3709719
"403","maker-000098F-augustus-gene-16.0","oa2b2","LASC009097","oa2b2","000098F",3801237,3925885
"404","augustus_masked-000098F-processed-gene-17.0","LASC009098","LASC009098","LASC009098","000098F",4071823,4079304
"405","maker-000098F-est_gff_StringTie-gene-17.0","LASC009099","LASC009099","LASC009099","000098F",4076577,4079021
"406","maker-000098F-est_gff_StringTie-gene-17.1","slc18a2","LASC009100","slc18a2","000098F",4119081,4192639
"407","maker-000098F-est_gff_StringTie-gene-17.2","slc18a3a_slc18a1","LASC009101","slc18a3a-slc18a1","000098F",4200239,4223450
"408","maker-000098F-exonerate_protein2genome-gene-18.0","stt3b","LASC009102","stt3b","000098F",4259666,4330396
"409","maker-000098F-augustus-gene-18.3","fmo5_13","LASC009103","fmo5-13","000098F",4375089,4410414
"410","maker-000098F-augustus-gene-18.4","fmo5_3","LASC009104","fmo5-3","000098F",4437613,4441237
"411","augustus_masked-000098F-processed-gene-19.0","LASC009105","LASC009105","LASC009105","000098F",4465393,4465779
"412","maker-000098F-exonerate_protein2genome-gene-19.0","fmo5_14","LASC009106","fmo5-14","000098F",4485198,4510983
"413","maker-000098F-augustus-gene-19.7","sec14l2_23","LASC009107","sec14l2-23","000098F",4561478,4607383
"414","maker-000098F-est_gff_StringTie-gene-19.2","sec14l2_36","LASC009108","sec14l2-36","000098F",4621262,4700707
"415","evm-000098F-processed-gene-20.1","uref","LASC009109","uref","000098F",4736725,4789906
