p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,scGeneName,gene_id,geneName,Chr,Start,End,product,uniprot_id,lascID,geneName_GOI,Nephila_genome_Class,Group,sc_gene_id
8.564691736631497e-50,1.2275450939208774,0.229,0.111,2.569407520989449e-46,ZoneA_MaSp2,rp2,maker-000357F-est_gff_StringTie-gene-1.3,rp2,000357F,339891,379209,Protein XRP2,O75695,LASC018928,NA,NA,Other,maker-000357F-est-gff-StringTie-gene-1.3
9.92269557356422e-50,1.4918451347387665,0.416,0.277,2.976808672069266e-46,ZoneA_MaSp2,gas2,maker-000457F-augustus-gene-3.10,gas2,000457F,691703,724315,Growth arrest-specific protein 2,P11862,LASC020668,NA,NA,Other,maker-000457F-augustus-gene-3.10
2.3957118244557354e-49,3.4009187876033744,0.311,0.214,7.187135473367206e-46,ZoneA_MaSp2,aimp1,maker-000361F-augustus-gene-1.0,aimp1,000361F,279870,293681,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,O54873,LASC018981,NA,NA,Other,maker-000361F-augustus-gene-1.0
7.702458557383879e-49,1.8791672918633928,0.333,0.203,2.3107375672151635e-45,ZoneA_MaSp2,mfsd4b-4,maker-000001F-est_gff_StringTie-gene-94.2,mfsd4b_4,000001F,22481429,22512726,Sodium-dependent glucose transporter 1,Q569T7,LASC000510,NA,NA,Other,maker-000001F-est-gff-StringTie-gene-94.2
1.7890647242131825e-48,0.8041900005281661,0.262,0.145,5.3671941726395476e-45,ZoneA_MaSp2,LASC011577,maker-000143F-est_gff_StringTie-gene-20.7,LASC011577,000143F,5092024,5098991,hypothetical protein,NA,LASC011577,NA,NA,Other,maker-000143F-est-gff-StringTie-gene-20.7
3.2890226943457265e-48,1.2562063310359743,0.14,0.053,9.86706808303718e-45,ZoneA_MaSp2,pgbd4-15,maker-000254F-augustus-gene-3.3,pgbd4_15,000254F,788473,817191,PiggyBac transposable element-derived protein 4,Q96DM1,LASC016064,NA,NA,Other,maker-000254F-augustus-gene-3.3
9.05564501480279e-48,1.348872879164507,0.359,0.22,2.7166935044408373e-44,ZoneA_MaSp2,eprs,augustus_masked-000010F-processed-gene-40.5,eprs,000010F,9587102,9591931,"Bifunctional, glutamate/proline--tRNA, ligase",Q8CGC7,LASC001860,NA,NA,Other,augustus-masked-000010F-processed-gene-40.5
1.0975707614195026e-47,2.6303366161779165,0.223,0.113,3.2927122842585074e-44,ZoneA_MaSp2,LASC006824,maker-000065F-est_gff_StringTie-gene-7.1,LASC006824,000065F,1700297,1721070,hypothetical protein,NA,LASC006824,NA,NA,Other,maker-000065F-est-gff-StringTie-gene-7.1
3.5634100739210066e-47,0.6048488904351448,0.236,0.116,1.0690230221763019e-43,ZoneA_MaSp2,scp2-3,augustus_masked-000224F-processed-gene-2.10,scp2_3,000224F,600506,602113,Non-specific lipid-transfer protein,O62742,LASC015072,NA,NA,Other,augustus-masked-000224F-processed-gene-2.10
3.980666607137604e-46,0.6140032169135681,0.538,0.448,1.1941999821412811e-42,ZoneA_MaSp2,LASC021594,maker-000528F-augustus-gene-2.24,LASC021594,000528F,631503,682637,hypothetical protein,NA,LASC021594,NA,NA,Other,maker-000528F-augustus-gene-2.24
4.215085424044843e-46,0.777443300310253,0.155,0.065,1.2645256272134529e-42,ZoneA_MaSp2,prkg1,maker-000121F-augustus-gene-11.1,prkg1,000121F,2577539,2578614,cGMP-dependent protein kinase 1,O77676,LASC010366,NA,NA,Other,maker-000121F-augustus-gene-11.1
4.499888240268206e-46,2.1052754560494815,0.206,0.047,1.3499664720804618e-42,ZoneA_MaSp2,LASC002351,augustus_masked-000014F-processed-gene-31.12,LASC002351,000014F,7370489,7388064,"hypothetical, protein",NA,LASC002351,NA,NA,Other,augustus-masked-000014F-processed-gene-31.12
8.015066987679015e-46,0.5978169846654584,0.191,0.115,2.4045200963037045e-42,ZoneA_MaSp2,umps-ura4,maker-000364F-exonerate_protein2genome-gene-7.4,umps_ura4,000364F,1801819,1803225,"Orotidine 5'-phosphate decarboxylase,Uridine 5'-monophosphate synthase","Q9Y726,P31754",LASC019042,NA,NA,Other,maker-000364F-exonerate-protein2genome-gene-7.4
1.4589786161986552e-45,1.78529613601094,0.19,0.085,4.376935848595966e-42,ZoneA_MaSp2,taf12,evm-000004F-processed-gene-9.0,taf12,000004F,2272407,2301806,Transcription initiation factor TFIID subunit 12,Q8VE65,LASC000896,NA,NA,Other,evm-000004F-processed-gene-9.0
2.7749862744935626e-45,1.2502134022183569,0.202,0.121,8.324958823480688e-42,ZoneA_MaSp2,csgalnact2,evm-000092F-processed-gene-22.0,csgalnact2,000092F,5231598,5356748,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,Q8N6G5,LASC008698,NA,NA,Other,evm-000092F-processed-gene-22.0
3.0042838444603983e-45,0.48988300606227986,0.469,0.35,9.012851533381195e-42,ZoneA_MaSp2,mak16,maker-000127F-est_gff_StringTie-gene-9.2,mak16,000127F,2246053,2269397,Protein MAK16 homolog,Q1RML7,LASC010770,NA,NA,Other,maker-000127F-est-gff-StringTie-gene-9.2
5.437260889460982e-45,3.506669341193411,0.28,0.16,1.6311782668382947e-41,ZoneA_MaSp2,slc31a1-2,maker-000003F-exonerate_protein2genome-gene-7.3,slc31a1_2,000003F,1762368,1814071,High affinity copper uptake protein 1,Q5RAS6,LASC000674,NA,NA,Other,maker-000003F-exonerate-protein2genome-gene-7.3
9.241626396972519e-45,0.391305546060311,0.405,0.299,2.7724879190917555e-41,ZoneA_MaSp2,btbd6-klhl6,maker-000579F-est_gff_StringTie-gene-0.1,btbd6_klhl6,000579F,248093,369357,"BTB/POZ domain-containing protein 6,Kelch-like protein 6","Q96KE9,Q8WZ60",LASC022025,NA,NA,Other,maker-000579F-est-gff-StringTie-gene-0.1
1.4721091351450008e-44,0.907006603369457,0.261,0.177,4.4163274054350025e-41,ZoneA_MaSp2,timm17a-timm17b,maker-000140F-est_gff_StringTie-gene-20.3,timm17a_timm17b,000140F,4690649,4737607,"Mitochondrial import inner membrane translocase subunit Tim17-B,Mitochondrial import inner membrane translocase subunit Tim17-A","Q9Z0V7,Q9Z0V8",LASC011460,NA,NA,Other,maker-000140F-est-gff-StringTie-gene-20.3
1.9086812000535586e-44,4.811438421807409,0.269,0.15,5.726043600160676e-41,ZoneA_MaSp2,ems,evm-000311F-processed-gene-3.5,ems,000311F,723892,864115,Homeotic protein empty spiracles,P18488,LASC017750,NA,NA,Other,evm-000311F-processed-gene-3.5
1.9464007811534598e-44,0.5456973464081596,0.206,0.1,5.839202343460379e-41,ZoneA_MaSp2,lhx9-2,evm-000209F-processed-gene-13.0,lhx9_2,000209F,3074450,3152361,LIM/homeobox protein Lhx9,Q80W90,LASC014462,NA,NA,Other,evm-000209F-processed-gene-13.0
2.144296893138826e-44,0.3586217861020433,0.303,0.176,6.432890679416478e-41,ZoneA_MaSp2,LASC010253,maker-000119F-est_gff_StringTie-gene-15.1,LASC010253,000119F,3539709,3576661,hypothetical protein,NA,LASC010253,NA,NA,Other,maker-000119F-est-gff-StringTie-gene-15.1
3.2730905367143903e-44,1.3396595249540724,0.196,0.103,9.81927161014317e-41,ZoneA_MaSp2,LASC013444,maker-000186F-augustus-gene-12.7,LASC013444,000186F,2855693,2962743,hypothetical protein,NA,LASC013444,NA,NA,Other,maker-000186F-augustus-gene-12.7
3.747825865657478e-44,1.228660358203391,0.224,0.131,1.1243477596972434e-40,ZoneA_MaSp2,LASC018231,maker-000331F-est_gff_StringTie-gene-1.4,LASC018231,000331F,268634,316201,hypothetical protein,NA,LASC018231,NA,NA,Other,maker-000331F-est-gff-StringTie-gene-1.4
4.745163961691774e-44,0.5588907559364689,0.18,0.091,1.423549188507532e-40,ZoneA_MaSp2,LASC018923,maker-000356F-est_gff_StringTie-gene-7.9,LASC018923,000356F,1967600,2033754,hypothetical protein,NA,LASC018923,NA,NA,Other,maker-000356F-est-gff-StringTie-gene-7.9
5.097369282481056e-44,0.3918172641703761,0.478,0.358,1.5292107847443166e-40,ZoneA_MaSp2,gcat,maker-000329F-est_gff_StringTie-gene-2.3,gcat,000329F,498198,560221,2-amino-3-ketobutyrate coenzyme A ligase%2C mitochondrial,O75600,LASC018167,NA,NA,Other,maker-000329F-est-gff-StringTie-gene-2.3
9.315265439271215e-44,1.8528001136248875,0.206,0.105,2.7945796317813645e-40,ZoneA_MaSp2,LASC015695,maker-000242F-est_gff_StringTie-gene-9.0,LASC015695,000242F,2126863,2187965,hypothetical protein,NA,LASC015695,NA,NA,Other,maker-000242F-est-gff-StringTie-gene-9.0
2.9364068893536545e-43,1.9001816318241982,0.194,0.059,8.809220668060963e-40,ZoneA_MaSp2,tmtc3-4,maker-000218F-est_gff_StringTie-gene-14.0,tmtc3_4,000218F,3336059,3533826,"Protein O-mannosyl-transferase TMTC3,Protein O-mannosyl-transferase Tmtc3","Q6ZXV5,Q7K4B6",LASC014833,NA,NA,Other,maker-000218F-est-gff-StringTie-gene-14.0
2.121489237008335e-42,5.453897712568842,0.136,0.095,6.364467711025005e-39,ZoneA_MaSp2,fip1l1,maker-000368F-est_gff_StringTie-gene-1.2,fip1l1,000368F,254558,288597,Pre-mRNA 3'-end-processing factor FIP1,Q9D824,LASC019126,NA,NA,Other,maker-000368F-est-gff-StringTie-gene-1.2
3.000330588869221e-42,1.380594820998816,0.14,0.089,9.000991766607662e-39,ZoneA_MaSp2,LASC016714,maker-000271F-est_gff_StringTie-gene-2.3,LASC016714,000271F,459962,487002,hypothetical protein,NA,LASC016714,NA,NA,Other,maker-000271F-est-gff-StringTie-gene-2.3
1.5131114489839628e-41,0.831461080367399,0.148,0.105,4.5393343469518885e-38,ZoneA_MaSp2,tymp,maker-000187F-augustus-gene-15.2,tymp,000187F,3688099,3704012,Thymidine phosphorylase,Q99N42,LASC013512,NA,NA,Other,maker-000187F-augustus-gene-15.2
1.6785305674741575e-41,1.5857330073822382,0.282,0.152,5.035591702422472e-38,ZoneA_MaSp2,slc37a4,maker-000380F-est_gff_StringTie-gene-6.6,slc37a4,000380F,1352448,1423451,"Glucose-6-phosphate exchanger SLC37A4,hypothetical protein",O43826,LASC019406,NA,NA,Other,maker-000380F-est-gff-StringTie-gene-6.6
2.643528134807057e-41,3.3923147740916075,0.231,0.117,7.930584404421171e-38,ZoneA_MaSp2,zbtb45,maker-000082F-est_gff_StringTie-gene-27.0,zbtb45,000082F,6362224,6522406,Zinc finger and BTB domain-containing protein 45,Q96K62,LASC008091,NA,NA,Other,maker-000082F-est-gff-StringTie-gene-27.0
2.889522325103448e-41,0.8801842465995957,0.278,0.164,8.668566975310344e-38,ZoneA_MaSp2,rdr1-2,evm-000005F-processed-gene-1.4,rdr1_2,000005F,147161,239270,RNA-dependent RNA polymerase 1,Q9LQV2,LASC001066,NA,NA,Other,evm-000005F-processed-gene-1.4
1.794167707864733e-40,0.5177835204459935,0.183,0.129,5.382503123594199e-37,ZoneA_MaSp2,LASC016975,evm-000280F-processed-gene-6.11,LASC016975,000280F,1458802,1475410,hypothetical protein,NA,LASC016975,NA,NA,Other,evm-000280F-processed-gene-6.11
9.971648369045778e-40,2.3340857209357058,0.222,0.121,2.991494510713733e-36,ZoneA_MaSp2,rgs3,maker-000209F-est_gff_StringTie-gene-2.0,rgs3,000209F,391722,459599,"hypothetical protein,Regulator of G-protein signaling 3",P49796,LASC014433,NA,NA,Other,maker-000209F-est-gff-StringTie-gene-2.0
1.5381005361874044e-39,2.3396079510724874,0.262,0.166,4.6143016085622134e-36,ZoneA_MaSp2,kh,evm-000177F-processed-gene-14.10,kh,000177F,3415715,3485347,Kynurenine 3-monooxygenase,Q7Q6A7,LASC013053,NA,NA,Other,evm-000177F-processed-gene-14.10
8.754920859656408e-39,2.0772451263662184,0.269,0.129,2.6264762578969227e-35,ZoneA_MaSp2,dyc-1,maker-000330F-est_gff_StringTie-gene-2.0,dyc-1,000330F,289427,440784,"hypothetical protein,Dystrophin-like protein 1",Q8STF6,LASC018201,NA,NA,Other,maker-000330F-est-gff-StringTie-gene-2.0
1.4140168447534378e-38,1.532230824666831,0.252,0.15,4.2420505342603135e-35,ZoneA_MaSp2,LASC012923,maker-000175F-est_gff_StringTie-gene-10.0,LASC012923,000175F,2146916,2350400,"hypothetical, protein",NA,LASC012923,NA,NA,Other,maker-000175F-est-gff-StringTie-gene-10.0
3.768107664507307e-38,0.8957118238402497,0.158,0.092,1.130432299352192e-34,ZoneA_MaSp2,tio,maker-000083F-augustus-gene-27.4,tio,000083F,6066835,6091999,Protein tiptop,Q9U3V5,LASC008148,NA,NA,Other,maker-000083F-augustus-gene-27.4
3.934368612046514e-38,0.543733840341778,0.206,0.098,1.1803105836139543e-34,ZoneA_MaSp2,reln,evm-000301F-processed-gene-8.0,reln,000301F,1706321,1811354,Reelin,P78509,LASC017492,NA,NA,Other,evm-000301F-processed-gene-8.0
4.323624499910588e-38,0.2524239356970548,0.544,0.429,1.2970873499731763e-34,ZoneA_MaSp2,sec61g,maker-000100F-exonerate_protein2genome-gene-3.4,sec61g,000100F,680619,690221,Protein transport protein Sec61 subunit gamma,Q66KU2,LASC009213,NA,NA,Other,maker-000100F-exonerate-protein2genome-gene-3.4
4.922379251418689e-38,1.4327537710401206,0.179,0.063,1.476713775425607e-34,ZoneA_MaSp2,LASC006881,maker-000065F-augustus-gene-26.2,LASC006881,000065F,6321677,6329132,hypothetical protein,NA,LASC006881,NA,NA,Other,maker-000065F-augustus-gene-26.2
5.498089926914936e-38,0.7284284880933978,0.157,0.057,1.6494269780744807e-34,ZoneA_MaSp2,spop-21,augustus_masked-000501F-processed-gene-1.9,spop_21,000501F,314690,315691,Speckle-type POZ protein,Q5NVK7,LASC021257,NA,NA,Other,augustus-masked-000501F-processed-gene-1.9
2.606499572255545e-37,0.7102199600886543,0.215,0.132,7.819498716766634e-34,ZoneA_MaSp2,nol4,maker-000001F-est_gff_StringTie-gene-86.0,nol4,000001F,20491534,20652773,Nucleolar protein 4,O94818,LASC000487,NA,NA,Other,maker-000001F-est-gff-StringTie-gene-86.0
2.2170835574461687e-36,1.6292905909834534,0.265,0.182,6.651250672338506e-33,ZoneA_MaSp2,rab3ip-2,maker-000127F-augustus-gene-9.1,rab3ip_2,000127F,2122565,2160166,Rab-3A-interacting protein,Q62739,LASC010768,NA,NA,Other,maker-000127F-augustus-gene-9.1
2.2254511649169475e-36,0.7485718349008401,0.176,0.074,6.676353494750842e-33,ZoneA_MaSp2,dclre1c,maker-000336F-est_gff_StringTie-gene-5.2,dclre1c,000336F,1302367,1330890,"hypothetical protein,Protein artemis",Q5R6Z9,LASC018379,NA,NA,Other,maker-000336F-est-gff-StringTie-gene-5.2
3.58122220554079e-36,4.335630605676799,0.33,0.194,1.0743666616622372e-32,ZoneA_MaSp2,zasp52-3,maker-000040F-est_gff_StringTie-gene-9.1,zasp52_3,000040F,2110711,2209068,PDZ and LIM domain protein Zasp,A1ZA47,LASC004771,NA,NA,Other,maker-000040F-est-gff-StringTie-gene-9.1
9.012467041390621e-36,0.4076077489425245,0.059,0.148,2.7037401124171865e-32,ZoneA_MaSp2,LASC011347,evm-000139F-processed-gene-4.7,LASC011347,000139F,1034515,1059721,hypothetical protein,NA,LASC011347,NA,NA,Other,evm-000139F-processed-gene-4.7
1.5183473996432894e-35,0.4506466668775353,0.148,0.099,4.5550421989298685e-32,ZoneA_MaSp2,znf84-zfp26-znf569,maker-000390F-exonerate_protein2genome-gene-5.0,znf84_zfp26_znf569,000390F,1117650,1138172,"Zinc finger protein 569,Zinc finger protein 26,Zinc finger protein 84","Q5MCW4,P10076,P51523",LASC019563,NA,NA,Other,maker-000390F-exonerate-protein2genome-gene-5.0
3.170404737883095e-35,0.8388279675342325,0.113,0.079,9.511214213649285e-32,ZoneA_MaSp2,bab2-3,evm-000458F-processed-gene-1.6,bab2_3,000458F,234870,256080,Protein bric-a-brac 2,Q9W0K4,LASC020683,NA,NA,Other,evm-000458F-processed-gene-1.6
1.9079524248531208e-34,1.4911427381066265,0.174,0.16,5.723857274559362e-31,ZoneA_MaSp2,LASC001164,evm-000005F-processed-gene-50.10,LASC001164,000005F,11745660,11904062,hypothetical protein,NA,LASC001164,NA,NA,Other,evm-000005F-processed-gene-50.10
3.4336906199631346e-34,2.267254208428156,0.171,0.1,1.0301071859889404e-30,ZoneA_MaSp2,nipbl,augustus_masked-000002F-processed-gene-69.1,nipbl,000002F,16453687,16460406,Nipped-B-like protein,Q6KC79,LASC000628,NA,NA,Other,augustus-masked-000002F-processed-gene-69.1
6.991739680531845e-34,0.8062209076231177,0.222,0.138,2.0975219041595533e-30,ZoneA_MaSp2,mrpl4,augustus_masked-000080F-processed-gene-6.9,mrpl4,000080F,1506825,1507718,39S ribosomal protein L4%2C mitochondrial,Q32PI6,LASC007832,NA,NA,Other,augustus-masked-000080F-processed-gene-6.9
7.718970163595958e-34,2.991192577822954,0.136,0.117,2.3156910490787874e-30,ZoneA_MaSp2,tet3,maker-000381F-est_gff_StringTie-gene-6.3,tet3,000381F,1729171,1762362,Methylcytosine dioxygenase TET3,O43151,LASC019424,NA,NA,Other,maker-000381F-est-gff-StringTie-gene-6.3
2.7673792008565397e-33,0.4222483073007606,0.267,0.19,8.302137602569619e-30,ZoneA_MaSp2,LASC002546,augustus_masked-000016F-processed-gene-1.8,LASC002546,000016F,138999,158384,hypothetical protein,NA,LASC002546,NA,NA,Other,augustus-masked-000016F-processed-gene-1.8
5.305779180784486e-33,0.5104973999992257,0.148,0.103,1.591733754235346e-29,ZoneA_MaSp2,LASC018328,maker-000335F-augustus-gene-0.0,LASC018328,000335F,42544,61439,hypothetical protein,NA,LASC018328,NA,NA,Other,maker-000335F-augustus-gene-0.0
6.009637796742849e-33,1.216560605902341,0.366,0.286,1.8028913390228548e-29,ZoneA_MaSp2,zfp26-znf268-znf569-znf84-znf845-znf208-znf91-znf271,maker-000483F-exonerate_protein2genome-gene-2.0,zfp26_znf268_znf569_znf84_znf845_znf208_znf91_znf271,000483F,363388,470418,"Zinc finger protein 84,Zinc finger protein 569,Zinc finger protein 268,Zinc finger protein 208,Zinc finger protein 845,Zinc finger protein 91,Zinc finger protein 271,Zinc finger protein 26","P51523,Q5MCW4,Q14587,O43345,Q96IR2,Q05481,Q5R5U3,P10076",LASC021024,NA,NA,Other,maker-000483F-exonerate-protein2genome-gene-2.0
6.92157954320977e-33,0.8135559357963924,0.126,0.039,2.076473862962931e-29,ZoneA_MaSp2,rragd,evm-000533F-processed-gene-1.19,rragd,000533F,168357,178755,Ras-related GTP-binding protein D,Q9NQL2,LASC021636,NA,NA,Other,evm-000533F-processed-gene-1.19
7.307831060834851e-33,1.435407127873889,0.201,0.117,2.1923493182504553e-29,ZoneA_MaSp2,ccdc63,maker-000104F-est_gff_StringTie-gene-9.0,ccdc63,000104F,2262562,2283592,"Coiled-coil domain-containing protein 63,hypothetical protein","Q8NA47,Q4V8F7",LASC009448,NA,NA,Other,maker-000104F-est-gff-StringTie-gene-9.0
8.645642096603491e-33,0.6831478185272726,0.182,0.049,2.5936926289810474e-29,ZoneA_MaSp2,LASC001624,maker-000009F-est_gff_StringTie-gene-0.1,LASC001624,000009F,75370,99674,hypothetical protein,NA,LASC001624,NA,NA,Other,maker-000009F-est-gff-StringTie-gene-0.1
1.1001582936267653e-32,0.6100799245742312,0.205,0.111,3.300474880880296e-29,ZoneA_MaSp2,znf84-znf271,maker-000115F-exonerate_protein2genome-gene-11.2,znf84_znf271,000115F,2555456,2584974,"Zinc finger protein 84,Zinc finger protein 271","P51523,Q5R5U3",LASC009976,NA,NA,Other,maker-000115F-exonerate-protein2genome-gene-11.2
2.1338367970433826e-32,0.4454207354615676,0.142,0.062,6.401510391130147e-29,ZoneA_MaSp2,LASC003673,maker-000027F-est_gff_StringTie-gene-12.0,LASC003673,000027F,2927268,2931152,hypothetical protein,NA,LASC003673,NA,NA,Other,maker-000027F-est-gff-StringTie-gene-12.0
5.283182028686076e-32,0.42220643208903397,0.22,0.144,1.5849546086058228e-28,ZoneA_MaSp2,fhdc1,maker-000294F-est_gff_StringTie-gene-5.5,fhdc1,000294F,998499,1163198,FH2 domain-containing protein 1,"Q3ULZ2,Q9C0D6",LASC017271,NA,NA,Other,maker-000294F-est-gff-StringTie-gene-5.5
7.327464201145666e-32,0.37423931084141593,0.172,0.103,2.1982392603436997e-28,ZoneA_MaSp2,dhx34,maker-000011F-est_gff_StringTie-gene-40.2,dhx34,000011F,9591424,9637056,Probable ATP-dependent RNA helicase DHX34,"Q14147,Q9DBV3",LASC002004,NA,NA,Other,maker-000011F-est-gff-StringTie-gene-40.2
1.7248217021291107e-31,1.2641304839693799,0.209,0.107,5.174465106387332e-28,ZoneA_MaSp2,cables2,maker-000011F-est_gff_StringTie-gene-41.2,cables2,000011F,9658131,9714470,CDK5 and ABL1 enzyme substrate 2,Q8K3M5,LASC002005,NA,NA,Other,maker-000011F-est-gff-StringTie-gene-41.2
4.0905420043695385e-31,3.6351804079729586,0.236,0.074,1.2271626013108615e-27,ZoneA_MaSp2,fst,maker-000015F-est_gff_StringTie-gene-28.1,fst,000015F,6737434,6850505,Follistatin,"P47931,P10669,Q90844",LASC002481,NA,NA,Other,maker-000015F-est-gff-StringTie-gene-28.1
9.75167611852244e-31,0.7356764564204692,0.189,0.1,2.925502835556732e-27,ZoneA_MaSp2,gpr143,maker-000027F-est_gff_StringTie-gene-46.3,gpr143,000027F,11093329,11132049,G-protein coupled receptor 143,P70259,LASC003777,NA,NA,Other,maker-000027F-est-gff-StringTie-gene-46.3
1.8747466515221536e-30,1.7701237468811328,0.284,0.209,5.624239954566461e-27,ZoneA_MaSp2,spop-20,maker-000003F-est_gff_StringTie-gene-75.1,spop_20,000003F,17911397,17936643,Speckle-type POZ protein,Q6P8B3,LASC000864,NA,NA,Other,maker-000003F-est-gff-StringTie-gene-75.1
2.0504839010832912e-30,1.5961310743691417,0.322,0.228,6.1514517032498735e-27,ZoneA_MaSp2,dag1,maker-000005F-est_gff_StringTie-gene-38.3,dag1,000005F,8960346,9158294,Dystroglycan,"Q29243,O18738",LASC001141,NA,NA,Other,maker-000005F-est-gff-StringTie-gene-38.3
2.856364457447051e-30,1.805240221744647,0.2,0.111,8.569093372341154e-27,ZoneA_MaSp2,cyp18a1-11,augustus_masked-000004F-processed-gene-63.9,cyp18a1_11,000004F,15092211,15203569,Cytochrome P450 18a1,Q95078,LASC001033,NA,NA,Other,augustus-masked-000004F-processed-gene-63.9
4.433866503030762e-30,1.9054195800784286,0.342,0.26,1.3301599509092287e-26,ZoneA_MaSp2,gigyf1,maker-000062F-est_gff_StringTie-gene-24.2,gigyf1,000062F,5799324,5869907,GRB10-interacting GYF protein 1,O75420,LASC006640,NA,NA,Other,maker-000062F-est-gff-StringTie-gene-24.2
1.3587723784262655e-29,1.5103961735901148,0.258,0.146,4.0763171352787967e-26,ZoneA_MaSp2,ube2j1,maker-000217F-est_gff_StringTie-gene-7.1,ube2j1,000217F,1680946,1718990,Ubiquitin-conjugating enzyme E2 J1,Q9Y385,LASC014778,NA,NA,Other,maker-000217F-est-gff-StringTie-gene-7.1
2.7142439912255694e-29,1.7809525161034863,0.106,0.163,8.142731973676709e-26,ZoneA_MaSp2,LASC003140,maker-000022F-est_gff_StringTie-gene-17.2,LASC003140,000022F,4171941,4183533,hypothetical protein,NA,LASC003140,NA,NA,Other,maker-000022F-est-gff-StringTie-gene-17.2
3.1991516931229504e-29,0.6722620322707957,0.198,0.145,9.597455079368851e-26,ZoneA_MaSp2,tcaim,maker-000280F-est_gff_StringTie-gene-6.0,tcaim,000280F,1493182,1526401,T-cell activation inhibitor%2C mitochondrial,Q66JZ4,LASC016977,NA,NA,Other,maker-000280F-est-gff-StringTie-gene-6.0
8.419331182322576e-29,1.1108528009235226,0.154,0.059,2.525799354696773e-25,ZoneA_MaSp2,madd-4,evm-000280F-processed-gene-10.11,madd-4,000280F,2039719,2473496,Protein madd-4,P90884,LASC016984,NA,NA,Other,evm-000280F-processed-gene-10.11
2.6241287273378656e-28,3.1225049613541103,0.161,0.118,7.872386182013597e-25,ZoneA_MaSp2,rbm26,maker-000056F-est_gff_StringTie-gene-3.0,rbm26,000056F,529019,642063,RNA-binding protein 26,"Q6NZN0,Q2T9I5",LASC006097,NA,NA,Other,maker-000056F-est-gff-StringTie-gene-3.0
2.793075184175922e-28,1.10812545031564,0.396,0.279,8.379225552527767e-25,ZoneA_MaSp2,tbc1d25,maker-000003F-est_gff_StringTie-gene-9.1,tbc1d25,000003F,2092508,2156167,TBC1 domain family member 25,Q3MII6,LASC000678,NA,NA,Other,maker-000003F-est-gff-StringTie-gene-9.1
